,Unnamed: 0,platform,genre,title,score
4200,4200,                                        PlayStation 4,action,Rock Boshers DX: Director's Cut,74
4201,4201,                                        PC,action,Party Hard 2,74
4202,4202,                                        iOS,action,Swing King and the Temple Bling,74
4203,4203,                                        Switch,action,ICEY,74
4204,4204,                                        PC,action,Neon Abyss,74
4205,4205,                                        PC,action,Titan Souls,74
4206,4206,                                        PlayStation 3,action,Spider-Man: Shattered Dimensions,74
4207,4207,                                        PlayStation 4,action,Far Cry 4: Valley of the Yetis,74
4208,4208,                                        PlayStation 4,action,Stealth Inc 2: A Game of Clones,74
4209,4209,                                        PSP,action,Darkstalkers Chronicle: The Chaos Tower,74
4210,4210,                                        PlayStation 3,action,Army of Two,74
4211,4211,                                        PC,action,Hitman: Contracts,74
4212,4212,                                        Xbox,action,Ultimate Fighting Championship: Tapout,74
4213,4213,                                        GameCube,action,Pac-Man World 2,74
4214,4214,                                        Xbox,action,XIII,74
4215,4215,                                        PlayStation 4,action,Sniper Elite III: Ultimate Edition,74
4216,4216,                                        Switch,action,Semblance,74
4217,4217,                                        iOS,action,Pirates vs. Ninjas vs. Zombies vs. Pandas,74
4218,4218,                                        iOS,action,Laser Dolphin,74
4219,4219,                                        iOS,action,Super Bit Dash,74
4220,4220,                                        iOS,action,SlamBots,74
4221,4221,                                        iOS,action,Rail Racing,74
4222,4222,                                        iOS,action,LEX,74
4223,4223,                                        iOS,action,Poptile,74
4224,4224,                                        iOS,action,Fighting Fantasy: Bloodbones,74
4225,4225,                                        iOS,action,Swap Heroes 2,74
4226,4226,                                        iOS,action,Spirit Lords,74
4227,4227,                                        iOS,action,Umiro,74
4228,4228,                                        Switch,action,Freedom Finger,74
4229,4229,                                        Switch,action,Gunbrick: Reloaded,74
4230,4230,                                        Switch,action,MindSeize,74
4231,4231,                                        PC,action,Vietcong (2003),74
4232,4232,                                        Switch,action,Immortal Redneck,74
4233,4233,                                        PC,action,Bad North,74
4234,4234,                                        Wii,action,Marble Saga: Kororinpa,74
4235,4235,                                        Xbox One,action,Dance Central Spotlight,74
4236,4236,                                        GameCube,action,Naruto: Clash of Ninja 2,74
4237,4237,                                        Xbox One,action,Pinball FX 2: Iron and Steel Pack,74
4238,4238,                                        Switch,action,Super Mutant Alien Assault,74
4239,4239,                                        PC,action,Kingdom,74
4240,4240,                                        Xbox One,action,Tom Clancy's Rainbow Six Siege,74
4241,4241,                                        iOS,action,2-bit Cowboy,74
4242,4242,                                        PC,action,Insurgency,74
4243,4243,                                        PSP,action,Fat Princess: Fistful of Cake,74
4244,4244,                                        Wii U,action,Paper Monsters Recut,74
4245,4245,                                        Dreamcast,action,Frogger 2: Swampy's Revenge,74
4246,4246,                                        Xbox One,action,A Hat in Time,74
4247,4247,                                        PC,action,Tangle Tower,74
4248,4248,                                        PC,action,Hotline Miami 2: Wrong Number,74
4249,4249,                                        PC,action,"Guns, Gore & Cannoli",74
4250,4250,                                        Wii,action,The Sky Crawlers: Innocent Aces,74
4251,4251,                                        DS,action,99Bullets,74
4252,4252,                                        PlayStation 4,action,Not a Hero,74
4253,4253,                                        Switch,action,Tesla vs Lovecraft,74
4254,4254,                                        Switch,action,Super Mario Bros. 35,74
4255,4255,                                        Xbox 360,action,Binary Domain,74
4256,4256,                                        PSP,action,Pipe Mania,74
4257,4257,                                        iOS,action,Chromanoids,74
4258,4258,                                        iOS,action,Hunger Games: Girl on Fire,74
4259,4259,                                        Wii U,action,Mighty Switch Force! 2,74
4260,4260,                                        iOS,action,Dandelions: Chain of Seeds,74
4261,4261,                                        Xbox One,action,The Escapists,74
4262,4262,                                        Xbox One,action,88 Heroes,74
4263,4263,                                        Switch,action,Little Triangle,74
4264,4264,                                        Switch,action,Shadow Bug,74
4265,4265,                                        iOS,action,Silverfish DX,74
4266,4266,                                        Switch,action,Hell is Other Demons,74
4267,4267,                                        Xbox One,action,Timespinner,74
4268,4268,                                        PC,action,Budget Cuts 2: Mission Insolvency,74
4269,4269,                                        Xbox One,action,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,74
4270,4270,                                        iOS,action,FIST OF AWESOME,74
4271,4271,                                        iOS,action,Super Monkey Ball 2,74
4272,4272,                                        DS,action,Zoonies - Escape From Makatu,74
4273,4273,                                        Xbox 360,action,Magrunner: Dark Pulse,74
4274,4274,                                        iOS,action,Revolt,74
4275,4275,                                        iOS,action,EPOCH.2,74
4276,4276,                                        PlayStation 4,action,The Turing Test,74
4277,4277,                                        PC,action,Black Future '88,74
4278,4278,                                        Xbox 360,action,Def Jam Rapstar,74
4279,4279,                                        PlayStation 3,action,Tom Clancy's HAWX,74
4280,4280,                                        PC,action,Far Cry Primal,74
4281,4281,                                        3DS,action,3D Thunder Blade,74
4282,4282,                                        PC,action,The Turing Test,74
4283,4283,                                        Xbox 360,action,Galaga Legions DX,74
4284,4284,                                        PlayStation 3,action,Naruto Shippuden: Ultimate Ninja Storm Generations,74
4285,4285,                                        PC,action,Rayman 3: Hoodlum Havoc,74
4286,4286,                                        iOS,action,Super Mega Worm,74
4287,4287,                                        3DS,action,Rusty's Real Deal Baseball,74
4288,4288,                                        Xbox 360,action,Borderlands: The Pre-Sequel,74
4289,4289,                                        Wii,action,Just Dance 3,74
4290,4290,                                        Xbox 360,action,CAPSIZED,74
4291,4291,                                        iOS,action,Space Colors,74
4292,4292,                                        iOS,action,CounterSpy,74
4293,4293,                                        PlayStation 4,action,Super Stardust Ultra,74
4294,4294,                                        Switch,action,Jotun: Valhalla Edition,74
4295,4295,                                        PlayStation 4,action,Moving Out,74
4296,4296,                                        Xbox 360,action,Left 4 Dead 2: The Passing,74
4297,4297,                                        PC,action,Nantucket,74
4298,4298,                                        PC,action,"Warhammer 40,000: Space Marine",74
4299,4299,                                        Xbox One,action,Snake Pass,74
4300,4300,                                        Xbox 360,action,Gatling Gears,74
4301,4301,                                        PC,action,Ghostbusters: The Video Game,74
4302,4302,                                        PlayStation 3,action,WWE SmackDown vs. Raw 2008,74
4303,4303,                                        PC,action,Street Fighter V,74
4304,4304,                                        PC,action,Hidden & Dangerous,74
4305,4305,                                        PC,action,Fur Fighters,74
4306,4306,                                        Xbox 360,action,Weapon of Choice,74
4307,4307,                                        PlayStation 3,action,WWE SmackDown vs. Raw 2011,74
4308,4308,                                        iOS,action,Crap of Defense,74
4309,4309,                                        Game Boy Advance,action,Classic NES Series: Castlevania,74
4310,4310,                                        iOS,action,Muffin Knight,74
4311,4311,                                        PC,action,Rocketbirds: Hardboiled Chicken,74
4312,4312,                                        iOS,action,Carmageddon,74
4313,4313,                                        PC,action,Incredipede,74
4314,4314,                                        iOS,action,Turbo Racing League,74
4315,4315,                                        iOS,action,Swift Revenge,74
4316,4316,                                        iOS,action,Dawn of the Plow,74
4317,4317,                                        iOS,action,Star Horizon,74
4318,4318,                                        PlayStation 4,action,Titan Attacks!,74
4319,4319,                                        PlayStation 4,action,Aqua Kitty: Milk Mine Defender DX,74
4320,4320,                                        PlayStation Vita,action,Teslagrad,74
4321,4321,                                        Wii U,action,Toto Temple Deluxe,74
4322,4322,                                        Xbox One,action,Ultratron,74
4323,4323,                                        PlayStation Vita,action,The Swindle,74
4324,4324,                                        PC,action,Zombie Vikings,74
4325,4325,                                        PC,action,Sora,74
4326,4326,                                        PlayStation 4,action,Pinball FX 2: Star Wars Pinball - Rogue One,74
4327,4327,                                        PlayStation 4,action,ChromaGun,74
4328,4328,                                        PC,action,Sleep Tight,74
4329,4329,                                        Switch,action,Bloodstained: Ritual of the Night,74
4330,4330,                                        Xbox One,action,Turok Remastered,74
4331,4331,                                        PC,action,Vandals,74
4332,4332,                                        Switch,action,Broforce,74
4333,4333,                                        Switch,action,Pitfall Planet,74
4334,4334,                                        Xbox One,action,Steamroll,74
4335,4335,                                        Switch,action,Bulletstorm: Duke of Switch Edition,74
4336,4336,                                        PC,action,Zombie Army 4: Dead War,74
4337,4337,                                        Switch,action,Super Kirby Clash,74
4338,4338,                                        Switch,action,Jump King,74
4339,4339,                                        PlayStation 3,action,Katamari Forever,74
4340,4340,                                        PlayStation 4,action,Toukiden: Kiwami,74
4341,4341,                                        Wii,action,Naruto Shippuden: Clash of Ninja Revolution III,74
4342,4342,                                        Wii,action,LIT,74
4343,4343,                                        PC,action,Unmechanical,74
4344,4344,                                        iOS,action,LostWinds,74
4345,4345,                                        Xbox One,action,Shadow Complex Remastered,74
4346,4346,                                        PlayStation 3,action,WWE 2K14,74
4347,4347,                                        Switch,action,Marble It Up!,74
4348,4348,                                        PlayStation 4,action,One Piece: Pirate Warriors 3,74
4349,4349,                                        PlayStation 3,action,Guitar Hero: Warriors of Rock,74
4350,4350,                                        PlayStation 4,action,Call of Duty: Black Ops III - Awakening,74
4351,4351,                                        PSP,action,UFC Undisputed 2010,74
4352,4352,                                        3DS,action,Nano Assault EX,74
4353,4353,                                        Game Boy Advance,action,Jet Grind Radio,74
4354,4354,                                        iOS,action,Beach Buggy Racing,74
4355,4355,                                        Xbox One,action,LEGO Marvel Super Heroes 2,74
4356,4356,                                        Switch,action,Clustertruck,74
4357,4357,                                        Switch,action,Pumpkin Jack,74
4358,4358,                                        PlayStation 3,action,SingStar Queen,74
4359,4359,                                        iOS,action,2Bit,74
4360,4360,                                        iOS,action,Tiny Invaders,74
4361,4361,                                        PlayStation Vita,action,Pix the Cat,74
4362,4362,                                        Switch,action,SUPERBEAT: XONiC,74
4363,4363,                                        PlayStation 4,action,Samurai Warriors: Spirit of Sanada,74
4364,4364,                                        PC,action,F.E.A.R. 3,74
4365,4365,                                        Wii U,action,Star Fox Guard,74
4366,4366,                                        PC,action,Snapshot,74
4367,4367,                                        PlayStation 3,action,Payday 2,74
4368,4368,                                        PlayStation 2,action,Ultimate Spider-Man,74
4369,4369,                                        Xbox 360,action,Child of Light,74
4370,4370,                                        Xbox 360,action,Naruto Shippuden: Ultimate Ninja Storm Generations,74
4371,4371,                                        iOS,action,Super Lemonade Factory,74
4372,4372,                                        iOS,action,Running with Friends,74
4373,4373,                                        Xbox One,action,Tachyon Project,74
4374,4374,                                        PlayStation 4,action,Sky Force Reloaded,74
4375,4375,                                        PlayStation 3,action,F.E.A.R. 3,74
4376,4376,                                        PC,action,Wolfenstein,74
4377,4377,                                        PlayStation 4,action,Extreme Exorcism,74
4378,4378,                                        PlayStation 4,action,Call of Duty: Black Ops III - Salvation,74
4379,4379,                                        Switch,action,Warp Shift,74
4380,4380,                                        Switch,action,Giana Sisters: Twisted Dreams - Owltimate Edition,74
4381,4381,                                        PlayStation 4,action,Amplitude,74
4382,4382,                                        Wii,action,Just Dance 2,74
4383,4383,                                        PlayStation 3,action,Army of Two: The 40th Day,74
4384,4384,                                        DS,action,Bomberman Land Touch! 2,74
4385,4385,                                        PSP,action,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,74
4386,4386,                                        Xbox 360,action,Guilty Gear XX Accent Core Plus,74
4387,4387,                                        Xbox 360,action,Zeno Clash: Ultimate Edition,74
4388,4388,                                        PC,action,Action Henk,74
4389,4389,                                        PlayStation Vita,action,J-Stars Victory Vs+,74
4390,4390,                                        PC,action,Pikuniku,74
4391,4391,                                        Switch,action,Xeno Crisis,74
4392,4392,                                        PlayStation 4,action,Wild Guns Reloaded,74
4393,4393,                                        Xbox 360,action,Naruto Shippuden: Ultimate Ninja Storm 2,74
4394,4394,                                        DS,action,Custom Robo Arena,74
4395,4395,                                        Wii U,action,Giana Sisters: Twisted Dreams,74
4396,4396,                                        3DS,action,Yumi's Odd Odyssey,74
4397,4397,                                        iOS,action,Contract Killer: Zombies,74
4398,4398,                                        PC,action,TRI,74
4399,4399,                                        Xbox One,action,Attack on Titan 2,74
4400,4400,                                        PC,action,ArmA: Combat Operations,74
4401,4401,                                        Xbox 360,action,Comic Jumper: The Adventures of Captain Smiley,74
4402,4402,                                        PlayStation 4,action,Attack on Titan,74
4403,4403,                                        iOS,action,Battle of Puppets,74
4404,4404,                                        iOS,action,Monkey Quest: Thunderbow,74
4405,4405,                                        3DS,action,Sakura Samurai: Art of the Sword,74
4406,4406,                                        iOS,action,Harry the Fairy,74
4407,4407,                                        iOS,action,Bitter Sam,74
4408,4408,                                        iOS,action,Ion Racer,74
4409,4409,                                        Xbox 360,action,Pinball FX 2: Zen Classics,74
4410,4410,                                        Wii,action,Vampire Crystals,74
4411,4411,                                        PC,action,Particulars,74
4412,4412,                                        iOS,action,Chillaxian,74
4413,4413,                                        iOS,action,Bridge Constructor Medieval,74
4414,4414,                                        iOS,action,Godzilla - Smash3,74
4415,4415,                                        PlayStation Vita,action,Titan Souls,74
4416,4416,                                        PlayStation 4,action,Scram Kitty DX,74
4417,4417,                                        iOS,action,Imps in Tokyo,74
4418,4418,                                        PC,action,"Warhammer 40,000: Deathwatch - Enhanced Edition",74
4419,4419,                                        iOS,action,zombie match defense,74
4420,4420,                                        iOS,action,Dirac,74
4421,4421,                                        Switch,action,Implosion - Never Lose Hope,74
4422,4422,                                        PlayStation 4,action,Space Pirate Trainer,74
4423,4423,                                        Xbox One,action,HyperParasite,74
4424,4424,                                        Switch,action,Turok,74
4425,4425,                                        PlayStation 4,action,198X,74
4426,4426,                                        PlayStation 3,action,de Blob 2,74
4427,4427,                                        PC,action,Call of Duty: Black Ops II,74
4428,4428,                                        PC,action,Darwin Project,74
4429,4429,                                        Xbox 360,action,Ion Assault,74
4430,4430,                                        PC,action,Transformers: Devastation,74
4431,4431,                                        PC,action,Neon Chrome,74
4432,4432,                                        Xbox One,action,Anarcute,74
4433,4433,                                        Xbox One,action,Shadow Warrior,74
4434,4434,                                        PC,action,Eagle Flight,74
4435,4435,                                        DS,action,Pinball Pulse: The Ancients Beckon,74
4436,4436,                                        GameCube,action,SpongeBob SquarePants: Creature from the Krusty Krab,74
4437,4437,                                        Wii,action,WWE '13,74
4438,4438,                                        Xbox One,action,Attack on Titan 2: Final Battle,74
4439,4439,                                        Switch,action,Fire Emblem Warriors,74
4440,4440,                                        PC,action,Hulk,74
4441,4441,                                        PlayStation,action,Capcom vs. SNK Pro,74
4442,4442,                                        Xbox,action,Red Dead Revolver,74
4443,4443,                                        PC,action,Bit.Trip Fate,74
4444,4444,                                        Switch,action,HYPERCHARGE: Unboxed,74
4445,4445,                                        Xbox 360,action,Syndicate,74
4446,4446,                                        PC,action,A Pixel Story,74
4447,4447,                                        PC,action,Rock of Ages,74
4448,4448,                                        PC,action,Fortix 2,74
4449,4449,                                        PSP,action,Blimp: The Flying Adventures,74
4450,4450,                                        Wii,action,Just Dance 4,74
4451,4451,                                        PC,action,Battlefield 4: Naval Strike,74
4452,4452,                                        PC,action,Where is My Heart?,74
4453,4453,                                        PC,action,Headlander,74
4454,4454,                                        iOS,action,Can Knockdown 2,74
4455,4455,                                        PlayStation 4,action,Shantae: Risky's Revenge - Director's Cut,74
4456,4456,                                        PlayStation 3,action,Dead or Alive 5,74
4457,4457,                                        PlayStation 3,action,Tokyo Jungle,74
4458,4458,                                        PC,action,Mirror's Edge Catalyst,74
4459,4459,                                        PC,action,Pac-Man World 3,74
4460,4460,                                        PSP,action,Infected,74
4461,4461,                                        PlayStation 5,action,Bugsnax,74
4462,4462,                                        PlayStation 3,action,Rocketbirds: Hardboiled Chicken,74
4463,4463,                                        PlayStation 2,action,Darkwatch,74
4464,4464,                                        PlayStation 3,action,Borderlands: Claptrap's New Robot Revolution,74
4465,4465,                                        Game Boy Advance,action,Spyro: Season of Ice,74
4466,4466,                                        Xbox,action,Counter-Strike,74
4467,4467,                                        GameCube,action,Call of Duty: Finest Hour,74
4468,4468,                                        Game Boy Advance,action,Hot Potato!,74
4469,4469,                                        3DS,action,Marvel Pinball 3D,74
4470,4470,                                        PC,action,Blacksea Odyssey,74
4471,4471,                                        Switch,action,Paladins: Champions of the Realm,74
4472,4472,                                        Switch,action,Fate/Extella Link,74
4473,4473,                                        PlayStation 4,action,Tom Clancy's The Division 2: Warlords of New York,74
4474,4474,                                        PlayStation 4,action,Project Warlock,74
4475,4475,                                        PC,action,Game of Thrones: Episode Five - A Nest of Vipers,74
4476,4476,                                        PC,action,Puzzlegeddon,74
4477,4477,                                        PlayStation 3,action,PlayStation All-Stars Battle Royale,74
4478,4478,                                        DS,action,Puzzle Quest 2,74
4479,4479,                                        Xbox 360,action,Dance Dance Revolution Universe,74
4480,4480,                                        iOS,action,Z The Game,74
4481,4481,                                        iOS,action,Zen Wars,74
4482,4482,                                        iOS,action,Endless Road,74
4483,4483,                                        iOS,action,Droidscape:Basilica,74
4484,4484,                                        iOS,action,Pyro Jump,74
4485,4485,                                        iOS,action,They Need To Be Fed 3,74
4486,4486,                                        Switch,action,Stick it to the Man!,74
4487,4487,                                        Switch,action,Double Kick Heroes,74
4488,4488,                                        Switch,action,Lost Orbit: Terminal Velocity,74
4489,4489,                                        Xbox 360,action,Galaga Legions,74
4490,4490,                                        Wii,action,WWE '12,74
4491,4491,                                        PC,action,Drox Operative,74
4492,4492,                                        iOS,action,Dizzy Prince of the Yolkfolk,74
4493,4493,                                        PlayStation 2,action,Tak: The Great Juju Challenge,74
4494,4494,                                        PC,action,They Bleed Pixels,74
4495,4495,                                        iOS,action,Lost in Harmony,74
4496,4496,                                        Wii,action,Guitar Hero: Smash Hits,74
4497,4497,                                        PC,action,The Red Solstice,74
4498,4498,                                        iOS,action,One Epic Knight,74
4499,4499,                                        iOS,action,Roar Rampage,74
4500,4500,                                        iOS,action,Army of Darkness Defense,74
4501,4501,                                        PC,action,Medal of Honor: Allied Assault - Spearhead,74
4502,4502,                                        PC,action,Delta Force: Land Warrior,74
4503,4503,                                        Nintendo 64,action,Quake,74
4504,4504,                                        PlayStation,action,Army Men: Air Attack 2,74
4505,4505,                                        Xbox,action,Robotech: Battlecry,74
4506,4506,                                        Xbox 360,action,Doritos Crash Course,74
4507,4507,                                        PC,action,AirBuccaneers,74
4508,4508,                                        iOS,action,Munch Time,74
4509,4509,                                        Xbox One,action,Mega Coin Squad,74
4510,4510,                                        iOS,action,Nono Islands,74
4511,4511,                                        PC,action,Mirage: Arcane Warfare,74
4512,4512,                                        Switch,action,The Missing: JJ Macfield and the Island of Memories,74
4513,4513,                                        PC,action,Degrees of Separation,74
4514,4514,                                        Switch,action,Just Dance 2020,74
4515,4515,                                        PlayStation 4,action,Underhero,74
4516,4516,                                        PSP,action,Bomberman,73
4517,4517,                                        PC,action,Game of Thrones: Episode Two - The Lost Lords,73
4518,4518,                                        Xbox 360,action,Call of Duty: Ghosts,73
4519,4519,                                        PlayStation 2,action,Naruto: Ultimate Ninja 2,73
4520,4520,                                        PC,action,Disney/Pixar Toy Story 3,73
4521,4521,                                        Wii,action,Medal of Honor Heroes 2,73
4522,4522,                                        3DS,action,Super Mario Maker for Nintendo 3DS,73
4523,4523,                                        PSP,action,Hammerin' Hero,73
4524,4524,                                        iOS,action,Little Raiders: Robin's Revenge,73
4525,4525,                                        iOS,action,Journey Below,73
4526,4526,                                        Xbox One,action,Subterrain,73
4527,4527,                                        PC,action,Shadow Warrior,73
4528,4528,                                        PC,action,Far Cry New Dawn,73
4529,4529,                                        GameCube,action,XIII,73
4530,4530,                                        Xbox 360,action,Army of Two: The 40th Day,73
4531,4531,                                        PlayStation 4,action,Killzone: Shadow Fall,73
4532,4532,                                        PlayStation 3,action,The House of the Dead 4,73
4533,4533,                                        PC,action,Life Goes On,73
4534,4534,                                        PlayStation 4,action,Battlefield Hardline,73
4535,4535,                                        PlayStation 2,action,Red Dead Revolver,73
4536,4536,                                        PC,action,Sanity: Aiken's Artifact,73
4537,4537,                                        DS,action,Puchi Puchi Virus,73
4538,4538,                                        PlayStation 2,action,Kung Fu Panda,73
4539,4539,                                        Xbox,action,Voodoo Vince,73
4540,4540,                                        Game Boy Advance,action,James Bond 007: Everything or Nothing,73
4541,4541,                                        PC,action,Talent Not Included,73
4542,4542,                                        PC,action,Umiro,73
4543,4543,                                        PC,action,SPITLINGS,73
4544,4544,                                        Xbox One,action,Destiny 2: Shadowkeep,73
4545,4545,                                        Xbox 360,action,Jetpac Refuelled,73
4546,4546,                                        PlayStation 2,action,Quantum of Solace,73
4547,4547,                                        PC,action,Fieldrunners 2,73
4548,4548,                                        Wii U,action,Ultratron,73
4549,4549,                                        3DS,action,Chicken Wiggle,73
4550,4550,                                        Xbox 360,action,Medal of Honor: Airborne,73
4551,4551,                                        DS,action,Yoshi Touch & Go,73
4552,4552,                                        Xbox 360,action,Scott Pilgrim vs. the World: The Game,73
4553,4553,                                        PlayStation 2,action,Crash: Mind Over Mutant,73
4554,4554,                                        Xbox 360,action,The King of Fighters '98 Ultimate Match,73
4555,4555,                                        iOS,action,Flick Baseball Pro,73
4556,4556,                                        iOS,action,Miner Disturbance,73
4557,4557,                                        iOS,action,Fleeced! - Shear Terror,73
4558,4558,                                        iOS,action,Hyperlight,73
4559,4559,                                        iOS,action,Deadlock: Online,73
4560,4560,                                        PC,action,MDK2 HD,73
4561,4561,                                        iOS,action,Space Tripper,73
4562,4562,                                        Xbox 360,action,Bandfuse: Rock Legends,73
4563,4563,                                        iOS,action,Shufflepuck Cantina,73
4564,4564,                                        iOS,action,Stunt Star: The Hollywood Years,73
4565,4565,                                        iOS,action,Freak Tower,73
4566,4566,                                        iOS,action,har-mo-ny,73
4567,4567,                                        iOS,action,Small Fry,73
4568,4568,                                        iOS,action,SideSwype,73
4569,4569,                                        Wii U,action,Another World: 20th Anniversary Edition,73
4570,4570,                                        3DS,action,Bike Rider DX2: Galaxy,73
4571,4571,                                        iOS,action,Revolution 60,73
4572,4572,                                        iOS,action,Haunt the House: Terrortown,73
4573,4573,                                        iOS,action,WWE 2K,73
4574,4574,                                        iOS,action,Happy Wheels,73
4575,4575,                                        Xbox One,action,Jotun: Valhalla Edition,73
4576,4576,                                        Xbox One,action,Mystery Castle,73
4577,4577,                                        Xbox One,action,Just Dance 2017,73
4578,4578,                                        PlayStation 4,action,Just Dance 2017,73
4579,4579,                                        iOS,action,WarFriends,73
4580,4580,                                        iOS,action,Bottom of the 9th,73
4581,4581,                                        Switch,action,AngerForce: Reloaded,73
4582,4582,                                        Switch,action,Pang Adventures,73
4583,4583,                                        PC,action,Skybolt Zack,73
4584,4584,                                        Xbox One,action,Project Spark,73
4585,4585,                                        iOS,action,SoulCalibur,73
4586,4586,                                        Xbox,action,Tak 2: The Staff of Dreams,73
4587,4587,                                        PlayStation 4,action,Battlefield V,73
4588,4588,                                        iOS,action,Minotaur Rescue,73
4589,4589,                                        PC,action,Scrolls,73
4590,4590,                                        PC,action,Tesla vs Lovecraft,73
4591,4591,                                        Switch,action,Sniper Elite III: Ultimate Edition,73
4592,4592,                                        PC,action,ArmA II: Operation Arrowhead,73
4593,4593,                                        PlayStation Vita,action,When Vikings Attack!,73
4594,4594,                                        PlayStation 2,action,Gauntlet: Dark Legacy,73
4595,4595,                                        PlayStation 2,action,Pride FC: Fighting Championships,73
4596,4596,                                        PlayStation 2,action,kill.switch,73
4597,4597,                                        Xbox,action,Pitfall: The Lost Expedition,73
4598,4598,                                        Dreamcast,action,Cannon Spike,73
4599,4599,                                        Game Boy Advance,action,Frogger's Adventures: Temple of the Frog,73
4600,4600,                                        PlayStation Vita,action,Baboon!,73
4601,4601,                                        PlayStation 4,action,Just Dance 2016,73
4602,4602,                                        Xbox One,action,Typoman: Revised,73
4603,4603,                                        Xbox One,action,Titanfall: Expedition,73
4604,4604,                                        PlayStation 2,action,Guilty Gear Isuka,73
4605,4605,                                        PlayStation 4,action,Call of Duty: WWII - The War Machine,73
4606,4606,                                        GameCube,action,The SpongeBob SquarePants Movie,73
4607,4607,                                        PC,action,Livelock,73
4608,4608,                                        PlayStation 2,action,XIII,73
4609,4609,                                        DS,action,Viewtiful Joe: Double Trouble!,73
4610,4610,                                        PlayStation 2,action,Urban Chaos: Riot Response,73
4611,4611,                                        DS,action,Viking Invasion,73
4612,4612,                                        PlayStation 3,action,Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,73
4613,4613,                                        Xbox One,action,Hyperdrive Massacre,73
4614,4614,                                        Xbox One,action,Steel Rain X,73
4615,4615,                                        PC,action,Domina,73
4616,4616,                                        PlayStation 4,action,Project Nimbus: Code Mirai,73
4617,4617,                                        Xbox One,action,Hyper Sentinel,73
4618,4618,                                        Switch,action,KUNAI,73
4619,4619,                                        PlayStation 4,action,Lumo,73
4620,4620,                                        PlayStation 3,action,Naruto Shippuden: Ultimate Ninja Storm Revolution,73
4621,4621,                                        Xbox,action,Sonic Heroes,73
4622,4622,                                        DS,action,Ultimate Mortal Kombat,73
4623,4623,                                        DS,action,Crash of the Titans,73
4624,4624,                                        PC,action,Mad Max,73
4625,4625,                                        PC,action,Pumpkin Jack,73
4626,4626,                                        PlayStation 4,action,Escape Plan,73
4627,4627,                                        Xbox One,action,Chariot,73
4628,4628,                                        PlayStation 4,action,Titan Souls,73
4629,4629,                                        Wii U,action,Kirby and the Rainbow Curse,73
4630,4630,                                        PlayStation 4,action,Shio,73
4631,4631,                                        PlayStation 4,action,Persona 3: Dancing in Moonlight,73
4632,4632,                                        3DS,action,Xeodrifter,73
4633,4633,                                        Xbox,action,Dead to Rights,73
4634,4634,                                        PlayStation 2,action,Dead to Rights,73
4635,4635,                                        PC,action,Battleground Europe: World War II Online,73
4636,4636,                                        Nintendo 64,action,Body Harvest,73
4637,4637,                                        Game Boy Advance,action,Lady Sia,73
4638,4638,                                        Xbox,action,Buffy the Vampire Slayer: Chaos Bleeds,73
4639,4639,                                        iOS,action,Ski Safari: Adventure Time,73
4640,4640,                                        Wii U,action,Cosmophony,73
4641,4641,                                        iOS,action,Rayman Adventures,73
4642,4642,                                        PlayStation 2,action,Cold Winter,73
4643,4643,                                        iOS,action,Little Galaxy,73
4644,4644,                                        iOS,action,Bird Zapper!,73
4645,4645,                                        iOS,action,Madcoaster,73
4646,4646,                                        PlayStation 4,action,The Swindle,73
4647,4647,                                        Switch,action,Black Bird,73
4648,4648,                                        Xbox One,action,Stela,73
4649,4649,                                        PlayStation 4,action,Action Henk,73
4650,4650,                                        PC,action,Bloody Good Time,73
4651,4651,                                        PlayStation 4,action,Never Alone,73
4652,4652,                                        PC,action,Hard Reset Redux,73
4653,4653,                                        3DS,action,HarmoKnight,73
4654,4654,                                        PlayStation 3,action,Under Defeat HD,73
4655,4655,                                        iOS,action,Bubble Witch Saga 2,73
4656,4656,                                        Wii U,action,Scribblenauts Unlimited,73
4657,4657,                                        PlayStation 3,action,Funky Lab Rat,73
4658,4658,                                        DS,action,Kung Fu Panda: Legendary Warriors,73
4659,4659,                                        PlayStation 3,action,BlazBlue: Continuum Shift Extend,73
4660,4660,                                        PC,action,Guncraft,73
4661,4661,                                        Xbox One,action,Call of Duty: Ghosts - Invasion,73
4662,4662,                                        PlayStation 2,action,I-Ninja,73
4663,4663,                                        PC,action,Sheep,73
4664,4664,                                        GameCube,action,Star Wars: The Clone Wars,73
4665,4665,                                        GameCube,action,Conflict: Desert Storm II - Back to Baghdad,73
4666,4666,                                        PC,action,Battle Princess Madelyn,73
4667,4667,                                        Switch,action,THOTH,73
4668,4668,                                        Switch,action,Kirby Star Allies,73
4669,4669,                                        PlayStation 3,action,X-Men Origins: Wolverine,73
4670,4670,                                        iOS,action,breakeroids,73
4671,4671,                                        Switch,action,The TakeOver,73
4672,4672,                                        Switch,action,The Escapists 2,73
4673,4673,                                        PlayStation 4,action,Futuridium EP Deluxe,73
4674,4674,                                        PC,action,Hack 'n' Slash,73
4675,4675,                                        Xbox,action,Men of Valor,73
4676,4676,                                        PlayStation 2,action,Defender,73
4677,4677,                                        PC,action,Bob Came in Pieces,73
4678,4678,                                        DS,action,Spider-Man: Shattered Dimensions,73
4679,4679,                                        DS,action,Mr. Driller: Drill till you Drop,73
