,Unnamed: 0,platform,genre,title,score
0,0,                                        Dreamcast,action,SoulCalibur,98
1,1,                                        Wii,action,Super Mario Galaxy,97
2,2,                                        Wii,action,Super Mario Galaxy 2,97
3,3,                                        Nintendo 64,action,Perfect Dark,97
4,4,                                        GameCube,action,Metroid Prime,97
5,5,                                        Switch,action,Super Mario Odyssey,97
6,6,                                        Xbox,action,Halo: Combat Evolved,97
7,7,                                        PC,action,Half-Life 2,96
8,8,                                        Xbox 360,action,BioShock,96
9,9,                                        Nintendo 64,action,GoldenEye 007,96
10,10,                                        iOS,action,World of Goo,96
11,11,                                        Xbox 360,action,The Orange Box,96
12,12,                                        PC,action,The Orange Box,96
13,13,                                        PlayStation,action,Tekken 3,96
14,14,                                        iOS,action,Super QuickHook,96
15,15,                                        PC,action,Half-Life,96
16,16,                                        PC,action,BioShock,96
17,17,                                        PlayStation 3,action,LittleBigPlanet,95
18,18,                                        PlayStation 3,action,Red Dead Redemption,95
19,19,                                        Xbox,action,Halo 2,95
20,20,                                        PC,action,Portal 2,95
21,21,                                        iOS,action,VVVVVV,95
22,22,                                        Xbox 360,action,Red Dead Redemption,95
23,23,                                        iOS,action,Super Stickman Golf 3,95
24,24,                                        Xbox 360,action,Portal 2,95
25,25,                                        PlayStation 3,action,Portal 2,95
26,26,                                        Wii,action,World of Goo,94
27,27,                                        PlayStation 3,action,BioShock Infinite,94
28,28,                                        PlayStation 3,action,Call of Duty: Modern Warfare 2,94
29,29,                                        iOS,action,Flipping Legend,94
30,30,                                        PlayStation 3,action,Call of Duty 4: Modern Warfare,94
31,31,                                        iOS,action,iBlast Moki,94
32,32,                                        Xbox One,action,Celeste,94
33,33,                                        PlayStation 3,action,BioShock,94
34,34,                                        iOS,action,N.O.V.A. - Near Orbit Vanguard Alliance,94
35,35,                                        iOS,action,Anomaly: Warzone Earth,94
36,36,                                        Xbox 360,action,Gears of War,94
37,37,                                        PC,action,Quake,94
38,38,                                        Xbox 360,action,Call of Duty 4: Modern Warfare,94
39,39,                                        PC,action,BioShock Infinite,94
40,40,                                        iOS,action,Jet Car Stunts,94
41,41,                                        iOS,action,Geometry Wars 3: Dimensions,94
42,42,                                        Xbox 360,action,Halo 3,94
43,43,                                        PlayStation 3,action,Street Fighter IV,94
44,44,                                        Dreamcast,action,Jet Grind Radio,94
45,45,                                        Game Boy Advance,action,Super Mario Advance 4: Super Mario Bros. 3,94
46,46,                                        iOS,action,Real Racing 2,94
47,47,                                        Xbox 360,action,Call of Duty: Modern Warfare 2,94
48,48,                                        PlayStation 2,action,Virtua Fighter 4,94
49,49,                                        Nintendo 64,action,Super Mario 64,94
50,50,                                        Wii,action,Super Smash Bros. Brawl,93
51,51,                                        iOS,action,The Binding of Isaac: Rebirth,93
52,52,                                        Xbox 360,action,Pac-Man Championship Edition DX,93
53,53,                                        PlayStation,action,Street Fighter Alpha 3,93
54,54,                                        iOS,action,Spider: The Secret of Bryce Manor,93
55,55,                                        PC,action,Half-Life: Alyx,93
56,56,                                        PC,action,Unreal Tournament 2004,93
57,57,                                        Xbox 360,action,BioShock Infinite,93
58,58,                                        Xbox 360,action,Braid,93
59,59,                                        Wii U,action,Super Mario 3D World,93
60,60,                                        Switch,action,Ori and the Will of the Wisps,93
61,61,                                        Xbox 360,action,Street Fighter IV,93
62,62,                                        iOS,action,Traps n' Gemstones,93
63,63,                                        PC,action,Beat Saber,93
64,64,                                        Dreamcast,action,Quake III Arena,93
65,65,                                        Xbox 360,action,Gears of War 2,93
66,66,                                        GameCube,action,SoulCalibur II,93
67,67,                                        iOS,action,Cut the Rope,93
68,68,                                        Xbox 360,action,Rock Band 3,93
69,69,                                        GameCube,action,Viewtiful Joe,93
70,70,                                        PlayStation,action,Castlevania: Symphony of the Night,93
71,71,                                        PlayStation 2,action,Virtua Fighter 4: Evolution,93
72,72,                                        Switch,action,Super Smash Bros. Ultimate,93
73,73,                                        PlayStation 3,action,Braid,93
74,74,                                        iOS,action,Punch Quest,93
75,75,                                        iOS,action,Sonic CD,93
76,76,                                        3DS,action,Cave Story,93
77,77,                                        iOS,action,The Executive,93
78,78,                                        iOS,action,A Good Snowman Is Hard To Build,93
79,79,                                        Xbox One,action,INSIDE,93
80,80,                                        iOS,action,Ryan North's To Be Or Not To Be,93
81,81,                                        iOS,action,Implosion - Never Lose Hope,93
82,82,                                        iOS,action,The Bug Butcher,93
83,83,                                        PlayStation 2,action,SoulCalibur II,92
84,84,                                        PC,action,Call of Duty 4: Modern Warfare,92
85,85,                                        Xbox 360,action,Guitar Hero II,92
86,86,                                        Xbox 360,action,Rock Band,92
87,87,                                        PlayStation 4,action,Journey,92
88,88,                                        Nintendo 64,action,Banjo-Kazooie,92
89,89,                                        Xbox Series X,action,Ori and the Will of the Wisps,92
90,90,                                        Switch,action,Celeste,92
91,91,                                        Wii,action,Rock Band 2,92
92,92,                                        PlayStation 3,action,Super Street Fighter IV,92
93,93,                                        PC,action,Team Fortress 2,92
94,94,                                        PlayStation Vita,action,Shovel Knight,92
95,95,                                        Game Boy Advance,action,Super Mario World: Super Mario Advance 2,92
96,96,                                        GameCube,action,Super Smash Bros. Melee,92
97,97,                                        iOS,action,Papa Sangre II,92
98,98,                                        iOS,action,Table Tennis Touch,92
99,99,                                        iOS,action,Alto's Adventure,92
100,100,                                        GameCube,action,Super Mario Sunshine,92
101,101,                                        Xbox,action,SoulCalibur II,92
102,102,                                        iOS,action,Tiny Wings HD,92
103,103,                                        Xbox One,action,The Swapper,92
104,104,                                        PC,action,Unreal Tournament (1999),92
105,105,                                        Wii U,action,Super Smash Bros. for Wii U,92
106,106,                                        iOS,action,Prune,92
107,107,                                        iOS,action,Neon Chrome,92
108,108,                                        PlayStation 3,action,Rock Band,92
109,109,                                        PlayStation 3,action,Journey,92
110,110,                                        Nintendo 64,action,Conker's Bad Fur Day,92
111,111,                                        PlayStation,action,Medal of Honor,92
112,112,                                        Xbox 360,action,Rock Band 2,92
113,113,                                        iOS,action,DEVICE 6,92
114,114,                                        Wii,action,Rayman Origins,92
115,115,                                        GameCube,action,Metroid Prime 2: Echoes,92
116,116,                                        Wii U,action,Rayman Legends,92
117,117,                                        iOS,action,Mikey Shorts,92
118,118,                                        iOS,action,Warbits,92
119,119,                                        Xbox 360,action,Super Street Fighter IV,91
120,120,                                        iOS,action,Dark Nebula - Episode Two,91
121,121,                                        iOS,action,Attack the Light - Steven Universe Light RPG,91
122,122,                                        PlayStation 3,action,Pac-Man Championship Edition DX,91
123,123,                                        PlayStation 3,action,Rock Band 2,91
124,124,                                        PC,action,Medal of Honor: Allied Assault,91
125,125,                                        PlayStation 3,action,LittleBigPlanet 2,91
126,126,                                        Switch,action,INSIDE,91
127,127,                                        PlayStation Vita,action,Fez,91
128,128,                                        iOS,action,Space Invaders Infinity Gene,91
129,129,                                        Wii,action,Rock Band 3,91
130,130,                                        Wii,action,Metroid Prime Trilogy,91
131,131,                                        PC,action,Overwatch,91
132,132,                                        iOS,action,Beat Hazard Ultra,91
133,133,                                        iOS,action,Ragdoll Blaster 2,91
134,134,                                        iOS,action,The Great Jitters: Pudding Panic,91
135,135,                                        Xbox One,action,Rayman Legends,91
136,136,                                        iOS,action,Pac-Man Championship Edition DX,91
137,137,                                        iOS,action,Death Road to Canada,91
138,138,                                        PC,action,Halo: The Master Chief Collection - Halo 3: ODST,91
139,139,                                        iOS,action,Asphalt 8: Airborne,91
140,140,                                        PlayStation 3,action,Rock Band 3,91
141,141,                                        PlayStation 2,action,Klonoa 2: Lunatea's Veil,91
142,142,                                        iOS,action,Ridiculous Fishing - A Tale of Redemption,91
143,143,                                        PlayStation 2,action,Ratchet & Clank: Up Your Arsenal,91
144,144,                                        iOS,action,Let's Golf! 2,91
145,145,                                        iOS,action,Spaceteam,91
146,146,                                        iOS,action,Planet Quest,91
147,147,                                        PlayStation,action,Spyro: Year of the Dragon,91
148,148,                                        Xbox One,action,Overwatch,91
149,149,                                        PlayStation 3,action,Peggle,91
150,150,                                        PlayStation 3,action,Borderlands 2,91
151,151,                                        Switch,action,Sonic Mania Plus,91
152,152,                                        iOS,action,Real Racing 2 HD,91
153,153,                                        iOS,action,Amazing Breaker,91
154,154,                                        iOS,action,Auro: A Monster-Bumping Adventure,91
155,155,                                        iOS,action,Spider: Rite of the Shrouded Moon,91
156,156,                                        iOS,action,DANDY DUNGEON Legend of Brave Yamada,91
157,157,                                        Xbox One,action,Dead Cells,91
158,158,                                        PC,action,Crysis,91
159,159,                                        PlayStation 2,action,DOA2: Hardcore,91
160,160,                                        Game Boy Advance,action,Yoshi's Island: Super Mario Advance 3,91
161,161,                                        PC,action,Star Wars Jedi Knight: Dark Forces II,91
162,162,                                        Xbox 360,action,Halo: Reach,91
163,163,                                        PC,action,The Operative: No One Lives Forever,91
164,164,                                        PC,action,Battlefield 2,91
165,165,                                        PlayStation 4,action,Celeste,91
166,166,                                        PC,action,Street Fighter IV,91
167,167,                                        PC,action,Fez,91
168,168,                                        iOS,action,Cinco Paus,91
169,169,                                        Xbox 360,action,Gears of War 3,91
170,170,                                        PlayStation 3,action,Killzone 2,91
171,171,                                        iOS,action,EDGE Extended,91
172,172,                                        iOS,action,BADLAND 2,91
173,173,                                        PC,action,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,91
174,174,                                        Game Boy Advance,action,Castlevania: Aria of Sorrow,91
175,175,                                        PlayStation 4,action,INSIDE,91
176,176,                                        iOS,action,Kalimba,91
177,177,                                        PlayStation 3,action,Rayman Legends,91
178,178,                                        PC,action,Mark of the Ninja,91
179,179,                                        PC,action,Spelunky 2,91
180,180,                                        Game Boy Advance,action,Castlevania: Circle of the Moon,91
181,181,                                        Xbox 360,action,Far Cry 3,91
182,182,                                        Switch,action,Shovel Knight: Treasure Trove,91
183,183,                                        PC,action,Call of Duty,91
184,184,                                        PlayStation,action,Crash Bandicoot 3: Warped,91
185,185,                                        iOS,action,Downwell,91
186,186,                                        iOS,action,The Room Three,90
187,187,                                        iOS,action,Bug Heroes 2,90
188,188,                                        iOS,action,Lords of Waterdeep,90
189,189,                                        Xbox,action,Half-Life 2,90
190,190,                                        Nintendo 64,action,Rayman 2: The Great Escape,90
191,191,                                        Xbox 360,action,Bayonetta,90
192,192,                                        PlayStation 4,action,Overwatch,90
193,193,                                        PlayStation 3,action,Far Cry 3,90
194,194,                                        Xbox 360,action,Tom Clancy's Ghost Recon Advanced Warfighter,90
195,195,                                        iOS,action,Skylanders Trap Team,90
196,196,                                        PC,action,World of Goo,90
197,197,                                        PlayStation 4,action,Shovel Knight,90
198,198,                                        PC,action,Return to Castle Wolfenstein: Enemy Territory,90
199,199,                                        PlayStation,action,Ape Escape,90
200,200,                                        PlayStation,action,Syphon Filter,90
201,201,                                        Dreamcast,action,Marvel vs. Capcom 2,90
202,202,                                        iOS,action,Anomaly: Warzone Earth HD,90
203,203,                                        PlayStation 2,action,Ratchet & Clank: Going Commando,90
204,204,                                        PC,action,Spelunky,90
205,205,                                        PC,action,N++,90
206,206,                                        PC,action,F.E.A.R. Combat,90
207,207,                                        iOS,action,Rolando 2: Quest for the Golden Orchid,90
208,208,                                        PC,action,Portal,90
209,209,                                        iOS,action,Modern Combat 2: Black Pegasus,90
210,210,                                        iOS,action,Sorcery! 3,90
211,211,                                        PlayStation 4,action,Rayman Legends,90
212,212,                                        PlayStation 2,action,Jak and Daxter: The Precursor Legacy,90
213,213,                                        iOS,action,PewPew 2,90
214,214,                                        iOS,action,Tilt to Live,90
215,215,                                        Nintendo 64,action,Donkey Kong 64,90
216,216,                                        Dreamcast,action,Unreal Tournament,90
217,217,                                        PlayStation Vita,action,Velocity 2X,90
218,218,                                        iOS,action,Drive on Moscow,90
219,219,                                        iOS,action,This War of Mine,90
220,220,                                        PC,action,Metro: 2033 Redux,90
221,221,                                        iOS,action,OPERATION DRACULA,90
222,222,                                        PC,action,Tadpole Treble,90
223,223,                                        PC,action,Stephen's Sausage Roll,90
224,224,                                        iOS,action,VOEZ,90
225,225,                                        Xbox One,action,Pinball FX3: Universal Classics Pinball,90
226,226,                                        Xbox,action,Panzer Dragoon Orta,90
227,227,                                        Xbox 360,action,Portal: Still Alive,90
228,228,                                        PC,action,Half-Life 2: Episode Two,90
229,229,                                        PlayStation 4,action,Fez,90
230,230,                                        PC,action,Braid,90
231,231,                                        PC,action,The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,90
232,232,                                        Nintendo 64,action,Blast Corps,90
233,233,                                        3DS,action,Shovel Knight,90
234,234,                                        Xbox One,action,Ori and the Will of the Wisps,90
235,235,                                        PlayStation,action,WWF SmackDown! 2: Know Your Role,90
236,236,                                        iOS,action,Jetpack Joyride,90
237,237,                                        Xbox 360,action,LIMBO,90
238,238,                                        Switch,action,Ori and the Blind Forest: Definitive Edition,90
239,239,                                        Xbox 360,action,Mark of the Ninja,90
240,240,                                        iOS,action,N.O.V.A. 2 - Near Orbit Vanguard Alliance,90
241,241,                                        Xbox 360,action,Super Meat Boy,90
242,242,                                        iOS,action,Mikey Boots,90
243,243,                                        Xbox 360,action,Dead Space 2,90
244,244,                                        Xbox 360,action,Geometry Wars: Retro Evolved 2,90
245,245,                                        3DS,action,Super Mario 3D Land,90
246,246,                                        PC,action,Deus Ex: Human Revolution,90
247,247,                                        Wii,action,Metroid Prime 3: Corruption,90
248,248,                                        Nintendo 64,action,Banjo-Tooie,90
249,249,                                        PlayStation 2,action,TimeSplitters 2,90
250,250,                                        3DS,action,Pushmo,90
251,251,                                        PlayStation 2,action,Viewtiful Joe,90
252,252,                                        PC,action,Linelight,90
253,253,                                        iOS,action,AaaaaAAaaaAAAaaAAAAaAAAAA!!! (Force = Mass x Acceleration),90
254,254,                                        PlayStation 3,action,LIMBO,90
255,255,                                        iOS,action,Osmos,90
256,256,                                        Xbox 360,action,Rayman Legends,90
257,257,                                        PlayStation 2,action,Rayman 2 Revolution,90
258,258,                                        Wii U,action,Guacamelee! Super Turbo Championship Edition,90
259,259,                                        PC,action,Star Wars Jedi Knight II: Jedi Outcast,89
260,260,                                        Xbox,action,Halo 2 Multiplayer Map Pack,89
261,261,                                        Xbox 360,action,Borderlands 2,89
262,262,                                        Xbox One,action,Call of Duty: Modern Warfare Remastered,89
263,263,                                        Xbox 360,action,Call of Duty 2,89
264,264,                                        iOS,action,Labyrinth 2,89
265,265,                                        iOS,action,You Must Build A Boat,89
266,266,                                        Game Boy Advance,action,Metroid: Zero Mission,89
267,267,                                        Wii U,action,Skylanders Swap Force,89
268,268,                                        Switch,action,Dead Cells,89
269,269,                                        Xbox 360,action,Rez HD,89
270,270,                                        Xbox 360,action,Castlevania: Symphony of the Night,89
271,271,                                        PlayStation 4,action,Rez Infinite,89
272,272,                                        PC,action,Rocksmith 2014 Edition,89
273,273,                                        Wii,action,The Beatles: Rock Band,89
274,274,                                        iOS,action,Mirror's Edge for iPad,89
275,275,                                        PC,action,Street Fighter V: Arcade Edition,89
276,276,                                        Xbox 360,action,Left 4 Dead 2,89
277,277,                                        PC,action,Dead Cells,89
278,278,                                        Xbox 360,action,Left 4 Dead,89
279,279,                                        PC,action,Left 4 Dead,89
280,280,                                        PC,action,Left 4 Dead 2,89
281,281,                                        PlayStation 4,action,Titanfall 2,89
282,282,                                        iOS,action,DoDonPachi Resurrection,89
283,283,                                        PlayStation,action,Tekken 2,89
284,284,                                        3DS,action,3D Gunstar Heroes,89
285,285,                                        iOS,action,Coin Drop!,89
286,286,                                        PC,action,Shovel Knight: Plague of Shadows,89
287,287,                                        iOS,action,Frisbee Forever 2,89
288,288,                                        iOS,action,Parachute Ninja,89
289,289,                                        Xbox 360,action,Fez,89
290,290,                                        Wii,action,Cave Story,89
291,291,                                        iOS,action,Oddmar,89
292,292,                                        PC,action,Borderlands 2,89
293,293,                                        Wii,action,Guitar Hero 5,89
294,294,                                        PC,action,Max Payne,89
295,295,                                        Xbox,action,Max Payne,89
296,296,                                        iOS,action,LIMBO Game,89
297,297,                                        3DS,action,3D Streets of Rage II,89
298,298,                                        iOS,action,Shibuya Grandmaster,89
299,299,                                        iOS,action,Disney Crossy Road,89
300,300,                                        Xbox One,action,Zen Pinball 2: Bethesda Pinball,89
301,301,                                        PlayStation 3,action,Deus Ex: Human Revolution,89
302,302,                                        iOS,action,Kingdom Rush,89
303,303,                                        DS,action,Castlevania: Dawn of Sorrow,89
304,304,                                        PC,action,Duke Nukem 3D,89
305,305,                                        Dreamcast,action,Sonic Adventure 2,89
306,306,                                        Switch,action,Mark of the Ninja: Remastered,89
307,307,                                        PC,action,Far Cry,89
308,308,                                        iOS,action,Monsters Ate My Birthday Cake,89
309,309,                                        PC,action,Nuclear Throne,89
310,310,                                        Xbox 360,action,Dead Space,89
311,311,                                        PC,action,Descent 3,89
312,312,                                        PC,action,Descent II,89
313,313,                                        PlayStation 4,action,Apex Legends,89
314,314,                                        iOS,action,Monument Valley,89
315,315,                                        PC,action,Rez Infinite,89
316,316,                                        PC,action,Battlefield 3,89
317,317,                                        PC,action,Battlefield 1942,89
318,318,                                        Xbox 360,action,Peggle Nights,89
319,319,                                        PlayStation 3,action,Dead Space 2,89
320,320,                                        iOS,action,Mirror's Edge,89
321,321,                                        iOS,action,Snuggle Truck,89
322,322,                                        Xbox 360,action,Pinball FX 2: Sorcerer's Lair,89
323,323,                                        iOS,action,Spin Up,89
324,324,                                        PlayStation Vita,action,LIMBO,89
325,325,                                        PlayStation 3,action,Child of Light,89
326,326,                                        PC,action,Pinball FX3,89
327,327,                                        PlayStation,action,Einhander,89
328,328,                                        Xbox 360,action,Deus Ex: Human Revolution,89
329,329,                                        Xbox,action,The Chronicles of Riddick: Escape From Butcher Bay,89
330,330,                                        Nintendo 64,action,WWF No Mercy,89
331,331,                                        Xbox 360,action,The Beatles: Rock Band,89
332,332,                                        iOS,action,Infinity Blade II,89
333,333,                                        iOS,action,Sorcery! 4,89
334,334,                                        Switch,action,TowerFall,89
335,335,                                        PlayStation 3,action,Ratchet & Clank Future: Tools of Destruction,89
336,336,                                        Xbox 360,action,Peggle,89
337,337,                                        DS,action,New Super Mario Bros.,89
338,338,                                        PlayStation 4,action,Battlefield 1,89
339,339,                                        Xbox 360,action,Virtua Fighter 5 Online,89
340,340,                                        PlayStation 3,action,The Orange Box,89
341,341,                                        Xbox One,action,Destiny: The Taken King,89
342,342,                                        PC,action,Rayman Legends,89
343,343,                                        iOS,action,Capitals - Free Word Battle,89
344,344,                                        iOS,action,Lost Frontier,89
345,345,                                        iOS,action,Miles & Kilo,89
346,346,                                        Xbox One,action,Injustice 2,89
347,347,                                        iOS,action,Sky Gamblers: Storm Raiders,89
348,348,                                        Xbox One,action,Sonic Mania Plus,89
349,349,                                        iOS,action,Beat It!,88
350,350,                                        PlayStation 3,action,The Beatles: Rock Band,88
351,351,                                        PC,action,DUSK,88
352,352,                                        iOS,action,Joe Danger,88
353,353,                                        iOS,action,Darklings,88
354,354,                                        Xbox 360,action,Shadow Complex,88
355,355,                                        PlayStation Vita,action,Spelunky,88
356,356,                                        iOS,action,Skylanders SuperChargers,88
357,357,                                        Xbox One,action,N++,88
358,358,                                        Xbox 360,action,Call of Duty: Modern Warfare 3,88
359,359,                                        Xbox,action,Brothers in Arms: Road to Hill 30,88
360,360,                                        iOS,action,The King of Fighters-i 2012,88
361,361,                                        PC,action,LIMBO,88
362,362,                                        iOS,action,Super Cat Tales,88
363,363,                                        Wii,action,DJ Hero 2,88
364,364,                                        iOS,action,Horizon Chase - World Tour,88
365,365,                                        Xbox 360,action,Pinball FX 2: Marvel Pinball - Avengers Chronicles,88
366,366,                                        PlayStation 2,action,Medal of Honor Frontline,88
367,367,                                        Dreamcast,action,Ultimate Fighting Championship,88
368,368,                                        iOS,action,Battleheart Legacy,88
369,369,                                        Xbox One,action,Wolfenstein II: The New Colossus,88
370,370,                                        Wii U,action,Super Mario Maker,88
371,371,                                        PlayStation 3,action,Dead Space,88
372,372,                                        PlayStation 2,action,Tekken 5,88
373,373,                                        PC,action,F.E.A.R.,88
374,374,                                        Xbox,action,Psychonauts,88
375,375,                                        PlayStation 4,action,The Binding of Isaac: Rebirth,88
376,376,                                        Xbox 360,action,BioShock 2,88
377,377,                                        PC,action,Tribes 2,88
378,378,                                        Nintendo 64,action,Star Fox 64,88
379,379,                                        iOS,action,Espgaluda II,88
380,380,                                        Xbox One,action,Ori and the Blind Forest: Definitive Edition,88
381,381,                                        iOS,action,Flight Control HD,88
382,382,                                        iOS,action,Snoticles,88
383,383,                                        iOS,action,Thomas Was Alone,88
384,384,                                        iOS,action,Sage Solitaire,88
385,385,                                        PC,action,Super Hexagon,88
386,386,                                        iOS,action,80 Days,88
387,387,                                        iOS,action,Sorcery! 2,88
388,388,                                        PC,action,Ori and the Will of the Wisps,88
389,389,                                        Xbox 360,action,Tom Clancy's Rainbow Six Vegas,88
390,390,                                        Xbox 360,action,Super Street Fighter II Turbo HD Remix,88
391,391,                                        PlayStation 3,action,Battlefield: Bad Company 2,88
392,392,                                        PC,action,Far Cry 3,88
393,393,                                        iOS,action,Mikey Hooks,88
394,394,                                        Xbox 360,action,Star Wars Pinball: Balance of the Force,88
395,395,                                        Xbox One,action,DOOM Eternal,88
396,396,                                        Wii U,action,Shovel Knight,88
397,397,                                        PlayStation Vita,action,Rayman Origins,88
398,398,                                        Xbox 360,action,Battlefield: Bad Company 2,88
399,399,                                        PlayStation 2,action,Red Faction,88
400,400,                                        PlayStation 2,action,Ratchet & Clank,88
401,401,                                        Xbox,action,JSRF: Jet Set Radio Future,88
402,402,                                        GameCube,action,TimeSplitters 2,88
403,403,                                        iOS,action,Push Panic,88
404,404,                                        iOS,action,War Pinball HD,88
405,405,                                        Xbox 360,action,Mortal Kombat Komplete Edition,88
406,406,                                        Xbox One,action,Guacamelee! Super Turbo Championship Edition,88
407,407,                                        PC,action,Cuphead,88
408,408,                                        iOS,action,Motorsport Manager,88
409,409,                                        iOS,action,Crossy Road - Endless Arcade Hopper,88
410,410,                                        PlayStation 4,action,ZEN Pinball 2: Star Wars Rebels,88
411,411,                                        iOS,action,Galactic Keep,88
412,412,                                        iOS,action,HoPiKo,88
413,413,                                        iOS,action,Space Marshals 2,88
414,414,                                        PlayStation 4,action,Injustice 2: Legendary Edition,88
415,415,                                        Xbox 360,action,Pinball FX 2,88
416,416,                                        Game Boy Advance,action,Wario Land 4,88
417,417,                                        PC,action,Halo: The Master Chief Collection - Halo 3,88
418,418,                                        PlayStation 3,action,Call of Duty: Black Ops,88
419,419,                                        PC,action,Return to Castle Wolfenstein,88
420,420,                                        Xbox One,action,Ori and the Blind Forest,88
421,421,                                        iOS,action,Sayonara Wild Hearts,88
422,422,                                        PC,action,Ori and the Blind Forest: Definitive Edition,88
423,423,                                        iOS,action,Fieldrunners 2,88
424,424,                                        PC,action,Shogo: Mobile Armor Division,88
425,425,                                        iOS,action,The Room Two,88
426,426,                                        iOS,action,Real Racing HD,88
427,427,                                        Switch,action,Nuclear Throne,88
428,428,                                        Switch,action,FAR: Lone Sails,88
429,429,                                        PSP,action,OMG-Z,88
430,430,                                        Switch,action,Super Mario Maker 2,88
431,431,                                        PC,action,Apex Legends,88
432,432,                                        PlayStation 2,action,Sly 2: Band of Thieves,88
433,433,                                        iOS,action,Osmos for iPad,88
434,434,                                        Xbox,action,Doom 3,88
435,435,                                        iOS,action,Land Sliders,88
436,436,                                        PSP,action,Tekken: Dark Resurrection,88
437,437,                                        PC,action,The Stanley Parable,88
438,438,                                        PC,action,Guacamelee! Gold Edition,88
439,439,                                        PlayStation 3,action,BioShock 2,88
440,440,                                        iOS,action,Hero of Many,88
441,441,                                        PC,action,BioShock 2,88
442,442,                                        iOS,action,Rayman Jungle Run,88
443,443,                                        PC,action,Counter-Strike: Source,88
444,444,                                        iOS,action,Modern Combat 3: Fallen Nation,88
445,445,                                        PC,action,Battlefield 1,88
446,446,                                        iOS,action,Castle Doombad,88
447,447,                                        iOS,action,Rules!,88
448,448,                                        Switch,action,Downwell,88
449,449,                                        PlayStation 3,action,Battlefield: Bad Company 2 Vietnam,88
450,450,                                        iOS,action,Pac-Man 256: Endless Arcade Maze,88
451,451,                                        Switch,action,SteamWorld Dig 2,88
452,452,                                        PlayStation 3,action,Call of Duty: Modern Warfare 3,88
453,453,                                        iOS,action,Dead Space,88
454,454,                                        Xbox One,action,Apex Legends,88
455,455,                                        PlayStation Vita,action,LittleBigPlanet PS Vita,88
456,456,                                        Switch,action,Ikaruga,88
457,457,                                        iOS,action,Angry Birds Star Wars,88
458,458,                                        PC,action,DOOM Eternal,88
459,459,                                        PC,action,Counter-Strike,88
460,460,                                        Xbox,action,TimeSplitters 2,88
461,461,                                        Switch,action,Cave Story +,88
462,462,                                        Xbox 360,action,Battlefield: Bad Company 2 Vietnam,88
463,463,                                        PC,action,Celeste,88
464,464,                                        iOS,action,Alien Breed,88
465,465,                                        PC,action,Ori and the Blind Forest,88
466,466,                                        PlayStation 4,action,Pistol Whip,88
467,467,                                        PlayStation 4,action,Nex Machina: Death Machine,88
468,468,                                        PlayStation,action,Oddworld: Abe's Exoddus,88
469,469,                                        iOS,action,Save Toshi DX,88
470,470,                                        iOS,action,N.O.V.A. 2 - Near Orbit Vanguard Alliance HD,88
471,471,                                        iOS,action,Angry Birds Rio HD,88
472,472,                                        3DS,action,Rage of the Gladiator,88
473,473,                                        iOS,action,Galaxy Trucker,88
474,474,                                        iOS,action,Slayaway Camp,88
475,475,                                        Switch,action,Deemo,88
476,476,                                        Xbox 360,action,Rocksmith 2014 Edition,87
477,477,                                        PlayStation 4,action,Guacamelee! Super Turbo Championship Edition,87
478,478,                                        PC,action,DOOM 3,87
479,479,                                        PC,action,Super Meat Boy,87
480,480,                                        Xbox 360,action,Halo 4,87
481,481,                                        iOS,action,Does not Commute,87
482,482,                                        PlayStation 3,action,Super Street Fighter II Turbo HD Remix,87
483,483,                                        iOS,action,Joe Dever's Lone Wolf - Act 2: Forest Hunt,87
484,484,                                        PlayStation 4,action,Injustice 2,87
485,485,                                        PlayStation 2,action,SOCOM II: U.S. Navy SEALs,87
486,486,                                        iOS,action,Stickets,87
487,487,                                        Xbox One,action,DOOM,87
488,488,                                        PlayStation 3,action,BlazBlue: Calamity Trigger,87
489,489,                                        PC,action,Oddworld: Abe's Oddysee - New 'n' Tasty,87
490,490,                                        Xbox One,action,Battlefield 1,87
491,491,                                        PlayStation 4,action,Dead Cells,87
492,492,                                        Dreamcast,action,Power Stone 2,87
493,493,                                        Switch,action,Cuphead,87
494,494,                                        PlayStation 4,action,Street Fighter V: Arcade Edition,87
495,495,                                        PC,action,Battlefield: Bad Company 2,87
496,496,                                        PlayStation Vita,action,Guacamelee!,87
497,497,                                        iOS,action,MiniSquadron,87
498,498,                                        PC,action,Crypt of the NecroDancer,87
499,499,                                        PlayStation 3,action,Max Payne 3,87
500,500,                                        Wii,action,La-Mulana,87
501,501,                                        PlayStation 3,action,The Walking Dead: Season Two Episode 5 - No Going Back,87
502,502,                                        Switch,action,Dragon Ball FighterZ,87
503,503,                                        Xbox 360,action,Ikaruga,87
504,504,                                        iOS,action,Groove Coaster,87
505,505,                                        PC,action,Half-Life 2: Episode One,87
506,506,                                        Switch,action,Guacamelee! 2,87
507,507,                                        Switch,action,Enter the Gungeon,87
508,508,                                        PSP,action,Syphon Filter: Dark Mirror,87
509,509,                                        iOS,action,Bean Dreams,87
510,510,                                        iOS,action,PARTICLE MACE,87
511,511,                                        iOS,action,Teen Titans GO Figure!,87
512,512,                                        PC,action,The Swapper,87
513,513,                                        PC,action,Baba Is You,87
514,514,                                        iOS,action,Starfront: Collision,87
515,515,                                        iOS,action,Infinity Blade,87
516,516,                                        Game Boy Advance,action,Castlevania: Harmony of Dissonance,87
