platform,genre,title,score
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,98
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,95
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,95
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,98
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,95
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,90
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,97
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,95
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,90
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,97
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,80
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,95
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,90
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,95
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,90
Nintendo Switch,Adventure|Platformer,Super Mario Odyssey,100
PC,Adventure|Third-Person Shooter,Red Dead Redemption 2,88
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,80
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,90
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,90
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,90
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,95
PC,Adventure|Third-Person Shooter,Red Dead Redemption 2,99
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,99
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,90
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,90
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,98
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PC,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PC,Adventure|Third-Person Shooter,Red Dead Redemption 2,90
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
Xbox One,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PC,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
Xbox One,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
Xbox One,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
PC,Adventure|Third-Person Shooter,Red Dead Redemption 2,90
PC,Adventure|Third-Person Shooter,Red Dead Redemption 2,93
PC,Adventure|Third-Person Shooter,Red Dead Redemption 2,80
PC,Adventure|Third-Person Shooter,Red Dead Redemption 2,99
PlayStation 4,Adventure|Third-Person Shooter,Red Dead Redemption 2,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,90
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Wii-U,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Wii-U,Adventure|RPG,The Legend of Zelda: Breath of the Wild,97
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,90
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,90
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,97
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,96
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,90
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,70
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Wii-U,Adventure|RPG,The Legend of Zelda: Breath of the Wild,97
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,90
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,98
Wii-U,Adventure|RPG,The Legend of Zelda: Breath of the Wild,90
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,94
Wii-U,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,60
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,90
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
Nintendo Switch,Adventure|RPG,The Legend of Zelda: Breath of the Wild,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PC,Adventure|Third-Person Shooter,Grand Theft Auto V,92
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,98
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,90
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,90
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
Xbox One,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,90
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,90
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,90
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,92
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,90
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,98
Xbox One,Adventure|Third-Person Shooter,Grand Theft Auto V,95
PC,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PC,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PC,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
Xbox One,Adventure|Third-Person Shooter,Grand Theft Auto V,95
PC,Adventure|Third-Person Shooter,Grand Theft Auto V,90
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,90
Xbox One,Adventure|Third-Person Shooter,Grand Theft Auto V,90
Xbox One,Adventure|Third-Person Shooter,Grand Theft Auto V,100
Xbox One,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,90
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,98
PC,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PC,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PC,Adventure|Third-Person Shooter,Grand Theft Auto V,100
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,90
Xbox One,Adventure|Third-Person Shooter,Grand Theft Auto V,90
PC,Adventure|Third-Person Shooter,Grand Theft Auto V,100
Xbox One,Adventure|Third-Person Shooter,Grand Theft Auto V,90
PlayStation 4,Adventure|Third-Person Shooter,Grand Theft Auto V,70
PlayStation 4,Action|RPG,God of War,80
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,90
PlayStation 4,Action|RPG,God of War,98
PlayStation 4,Action|RPG,God of War,90
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,96
PlayStation 4,Action|RPG,God of War,80
PlayStation 4,Action|RPG,God of War,99
PlayStation 4,Action|RPG,God of War,95
PlayStation 4,Action|RPG,God of War,90
PlayStation 4,Action|RPG,God of War,98
PlayStation 4,Action|RPG,God of War,90
PlayStation 4,Action|RPG,God of War,93
PlayStation 4,Action|RPG,God of War,90
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,90
PlayStation 4,Action|RPG,God of War,90
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,80
PlayStation 4,Action|RPG,God of War,95
PlayStation 4,Action|RPG,God of War,90
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,95
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,97
PlayStation 4,Action|RPG,God of War,95
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,100
PlayStation 4,Action|RPG,God of War,80
PlayStation 4,Action|RPG,God of War,98
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,75
PlayStation 4,RPG,Persona 5 Royal,93
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,97
PlayStation 4,RPG,Persona 5 Royal,95
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,90
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,90
PlayStation 4,RPG,Persona 5 Royal,96
PlayStation 4,RPG,Persona 5 Royal,95
PlayStation 4,RPG,Persona 5 Royal,95
PlayStation 4,RPG,Persona 5 Royal,98
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,85
PlayStation 4,RPG,Persona 5 Royal,90
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,90
PlayStation 4,RPG,Persona 5 Royal,96
PlayStation 4,RPG,Persona 5 Royal,90
PlayStation 4,RPG,Persona 5 Royal,90
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,98
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,96
PlayStation 4,RPG,Persona 5 Royal,90
PlayStation 4,RPG,Persona 5 Royal,70
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,RPG,Persona 5 Royal,100
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,80
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,95
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,95
PlayStation 4,Adventure,The Last of Us Remastered,85
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,95
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,80
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,80
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,80
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,84
PlayStation 4,Adventure,The Last of Us Remastered,98
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,95
PlayStation 4,Adventure,The Last of Us Remastered,94
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,98
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,90
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,100
PlayStation 4,Adventure,The Last of Us Remastered,95
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,100
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,92
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,96
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,95
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,100
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,98
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,100
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,100
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,90
PlayStation 4,RPG|Turn-Based Strategy,Divinity: Original Sin 2,91
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,98
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,92
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,92
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,80
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,95
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,100
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,100
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,95
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,89
PlayStation 4,RPG|Turn-Based Strategy,Divinity: Original Sin 2,90
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,80
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,100
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,100
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,98
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,80
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,90
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,92
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,95
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,95
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,95
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,90
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,90
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,100
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,95
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,92
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,99
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,90
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,100
PC,RPG|Turn-Based Strategy,Divinity: Original Sin 2,85
PlayStation 4,RPG,Persona 5,97
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,90
PlayStation 4,RPG,Persona 5,93
PlayStation 4,RPG,Persona 5,90
PlayStation 4,RPG,Persona 5,90
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,90
PlayStation 4,RPG,Persona 5,95
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,96
PlayStation 4,RPG,Persona 5,93
PlayStation 4,RPG,Persona 5,90
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,85
PlayStation 4,RPG,Persona 5,95
PlayStation 4,RPG,Persona 5,95
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,90
PlayStation 4,RPG,Persona 5,96
PlayStation 4,RPG,Persona 5,93
PlayStation 4,RPG,Persona 5,90
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,92
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,90
PlayStation 4,RPG,Persona 5,95
PlayStation 4,RPG,Persona 5,95
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,90
PlayStation 4,RPG,Persona 5,95
PlayStation 4,RPG,Persona 5,94
PlayStation 4,RPG,Persona 5,80
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,92
PlayStation 4,RPG,Persona 5,100
PlayStation 4,RPG,Persona 5,90
PlayStation 4,RPG,Persona 5,100
PC,RPG,Undertale,91
PlayStation Vita,RPG,Undertale,80
PlayStation 4,RPG,Undertale,100
PlayStation 4,RPG,Undertale,90
PC,RPG,Undertale,95
PlayStation 4,RPG,Undertale,90
PC,RPG,Undertale,100
PC,RPG,Undertale,100
PC,RPG,Undertale,100
PC,RPG,Undertale,100
PlayStation Vita,RPG,Undertale,100
PC,RPG,Undertale,90
PlayStation 4,RPG,Undertale,100
PC,RPG,Undertale,95
PC,RPG,Undertale,100
PC,RPG,Undertale,100
PC,RPG,Undertale,100
PC,RPG,Undertale,100
PC,RPG,Undertale,100
PC,RPG,Undertale,100
PlayStation 4,RPG,Undertale,90
PlayStation 4,RPG,Undertale,95
PlayStation 4,RPG,Undertale,95
Nintendo Switch,RPG,Undertale,90
PlayStation 4,RPG,Undertale,95
PlayStation Vita,RPG,Undertale,100
PlayStation 4,RPG,Undertale,100
PC,RPG,Undertale,90
PC,RPG,Undertale,95
PlayStation 4,RPG,Undertale,100
PlayStation 4,RPG,Undertale,90
PC,RPG,Undertale,90
PC,RPG,Undertale,90
PC,RPG,Undertale,90
PC,RPG,Undertale,100
PC,RPG,Undertale,80
PC,RPG,Undertale,98
PC,RPG,Undertale,100
PC,RPG,Undertale,90
PC,RPG,Undertale,87
PC,RPG,Undertale,90
PC,RPG,Undertale,65
PC,RPG,Undertale,90
Nintendo Switch,RPG,Undertale,90
PC,RPG,Undertale,90
PlayStation Vita,RPG,Undertale,80
PlayStation 4,RPG,Undertale,95
Nintendo Switch,RPG,Undertale,100
Wii-U,Platformer,Super Mario 3D World,96
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,93
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,95
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,97
Wii-U,Platformer,Super Mario 3D World,95
Wii-U,Platformer,Super Mario 3D World,95
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,80
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,95
Wii-U,Platformer,Super Mario 3D World,98
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,95
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,95
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,95
Wii-U,Platformer,Super Mario 3D World,92
Wii-U,Platformer,Super Mario 3D World,98
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,100
Wii-U,Platformer,Super Mario 3D World,80
Wii-U,Platformer,Super Mario 3D World,90
Wii-U,Platformer,Super Mario 3D World,90
PC,Adventure|RPG|Action,Hades,90
PC,Adventure|RPG|Action,Hades,90
PC,Adventure|RPG|Action,Hades,100
Nintendo Switch,Adventure|RPG|Action,Hades,80
PC,Adventure|RPG|Action,Hades,85
Nintendo Switch,Adventure|RPG|Action,Hades,90
PC,Adventure|RPG|Action,Hades,90
Nintendo Switch,Adventure|RPG|Action,Hades,93
Nintendo Switch,Adventure|RPG|Action,Hades,90
Nintendo Switch,Adventure|RPG|Action,Hades,91
Nintendo Switch,Adventure|RPG|Action,Hades,95
PC,Adventure|RPG|Action,Hades,90
Nintendo Switch,Adventure|RPG|Action,Hades,95
PC,Adventure|RPG|Action,Hades,95
PC,Adventure|RPG|Action,Hades,92
PC,Adventure|RPG|Action,Hades,94
PC,Adventure|RPG|Action,Hades,100
PC,Adventure|RPG|Action,Hades,100
Nintendo Switch,Adventure|RPG|Action,Hades,91
Nintendo Switch,Adventure|RPG|Action,Hades,100
Nintendo Switch,Adventure|RPG|Action,Hades,95
Nintendo Switch,Adventure|RPG|Action,Hades,95
Nintendo Switch,Adventure|RPG|Action,Hades,100
PC,Adventure|RPG|Action,Hades,92
Nintendo Switch,Adventure|RPG|Action,Hades,90
PC,Adventure|RPG|Action,Hades,90
Nintendo Switch,Adventure|RPG|Action,Hades,100
PC,Adventure|RPG|Action,Hades,90
PC,Adventure|RPG|Action,Hades,100
PC,Adventure|RPG|Action,Hades,95
Nintendo Switch,Adventure|RPG|Action,Hades,100
Nintendo Switch,Adventure|RPG|Action,Hades,90
PC,Adventure|RPG|Action,Hades,92
Nintendo Switch,Adventure|RPG|Action,Hades,100
Nintendo Switch,Adventure|RPG|Action,Hades,90
Nintendo Switch,Adventure|RPG|Action,Hades,93
Nintendo Switch,Adventure|RPG|Action,Hades,100
PC,Adventure|RPG|Action,Hades,90
PlayStation 4,Art|Adventure,Journey,90
PlayStation 4,Art|Adventure,Journey,90
PlayStation 4,Art|Adventure,Journey,90
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,90
PlayStation 4,Art|Adventure,Journey,98
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,90
PlayStation 4,Art|Adventure,Journey,60
PlayStation 4,Art|Adventure,Journey,90
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,90
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,90
PlayStation 4,Art|Adventure,Journey,90
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,95
PlayStation 4,Art|Adventure,Journey,90
PlayStation 4,Art|Adventure,Journey,100
PlayStation 4,Art|Adventure,Journey,92
PlayStation 4,Art|Adventure,Journey,100
