platform,genre,title,score
PC,Adventure|RPG,Monster Hunter World: Iceborne,90
PC,Adventure|RPG,Monster Hunter World: Iceborne,90
PlayStation 4,Adventure|RPG,Monster Hunter World: Iceborne,95
PC,Adventure|RPG,Monster Hunter World: Iceborne,82
PC,Adventure|RPG,Monster Hunter World: Iceborne,80
PC,Action|First-Person Shooter,DUSK,90
PC,Action|First-Person Shooter,DUSK,90
PC,Action|First-Person Shooter,DUSK,70
PC,Action|First-Person Shooter,DUSK,85
PC,Action|First-Person Shooter,DUSK,90
PC,Action|First-Person Shooter,DUSK,100
PC,Action|First-Person Shooter,DUSK,100
PC,Action|First-Person Shooter,DUSK,100
PC,Action|First-Person Shooter,DUSK,100
PlayStation 4,,Sekiro: Shadows Die Twice,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,100
Nintendo Switch,Simulation,Animal Crossing: New Horizons,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,85
Nintendo Switch,Simulation,Animal Crossing: New Horizons,88
Nintendo Switch,Simulation,Animal Crossing: New Horizons,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,82
Nintendo Switch,Simulation,Animal Crossing: New Horizons,92
Nintendo Switch,Simulation,Animal Crossing: New Horizons,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,100
Nintendo Switch,Simulation,Animal Crossing: New Horizons,95
Nintendo Switch,Simulation,Animal Crossing: New Horizons,94
Nintendo Switch,Simulation,Animal Crossing: New Horizons,92
Nintendo Switch,Simulation,Animal Crossing: New Horizons,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,95
Nintendo Switch,Simulation,Animal Crossing: New Horizons,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,90
Nintendo Switch,Simulation,Animal Crossing: New Horizons,100
Nintendo Switch,Simulation,Animal Crossing: New Horizons,80
Nintendo Switch,Simulation,Animal Crossing: New Horizons,92
Nintendo Switch,Simulation,Animal Crossing: New Horizons,100
PC,Adventure|Platformer,Ori and the Blind Forest,80
Xbox One,Adventure|Platformer,Ori and the Blind Forest,85
PC,Adventure|Platformer,Ori and the Blind Forest,87
Xbox One,Adventure|Platformer,Ori and the Blind Forest,80
Xbox One,Adventure|Platformer,Ori and the Blind Forest,80
Xbox One,Adventure|Platformer,Ori and the Blind Forest,95
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,100
Xbox One,Adventure|Platformer,Ori and the Blind Forest,80
Xbox One,Adventure|Platformer,Ori and the Blind Forest,80
Xbox One,Adventure|Platformer,Ori and the Blind Forest,95
Xbox One,Adventure|Platformer,Ori and the Blind Forest,92
Xbox One,Adventure|Platformer,Ori and the Blind Forest,86
Xbox One,Adventure|Platformer,Ori and the Blind Forest,100
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,95
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,95
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,95
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,95
Xbox One,Adventure|Platformer,Ori and the Blind Forest,100
Xbox One,Adventure|Platformer,Ori and the Blind Forest,100
Xbox One,Adventure|Platformer,Ori and the Blind Forest,100
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,91
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,100
Xbox One,Adventure|Platformer,Ori and the Blind Forest,80
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,80
Xbox One,Adventure|Platformer,Ori and the Blind Forest,80
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,90
Xbox One,Adventure|Platformer,Ori and the Blind Forest,75
PlayStation 4,Simulation|RPG,Stardew Valley,88
PC,Simulation|RPG,Stardew Valley,95
Nintendo Switch,Simulation|RPG,Stardew Valley,100
PC,Simulation|RPG,Stardew Valley,80
PlayStation 4,Simulation|RPG,Stardew Valley,80
PC,Simulation|RPG,Stardew Valley,88
Nintendo Switch,Simulation|RPG,Stardew Valley,90
PC,Simulation|RPG,Stardew Valley,100
PC,Simulation|RPG,Stardew Valley,95
PC,Simulation|RPG,Stardew Valley,90
PlayStation 4,Simulation|RPG,Stardew Valley,90
Nintendo Switch,Simulation|RPG,Stardew Valley,90
PC,Simulation|RPG,Stardew Valley,80
Xbox One,Simulation|RPG,Stardew Valley,90
Nintendo Switch,Simulation|RPG,Stardew Valley,80
PC,Simulation|RPG,Stardew Valley,90
Xbox One,Simulation|RPG,Stardew Valley,90
PlayStation 4,Simulation|RPG,Stardew Valley,95
PC,Simulation|RPG,Stardew Valley,90
Nintendo Switch,Simulation|RPG,Stardew Valley,90
PlayStation 4,Simulation|RPG,Stardew Valley,90
PlayStation 4,Simulation|RPG,Stardew Valley,85
Xbox One,Simulation|RPG,Stardew Valley,80
PlayStation 4,Simulation|RPG,Stardew Valley,90
PC,Simulation|RPG,Stardew Valley,92
Nintendo Switch,Simulation|RPG,Stardew Valley,90
Nintendo Switch,Simulation|RPG,Stardew Valley,95
Xbox One,Simulation|RPG,Stardew Valley,85
PC,Simulation|RPG,Stardew Valley,100
PC,Simulation|RPG,Stardew Valley,90
PC,Simulation|RPG,Stardew Valley,90
PC,Simulation|RPG,Stardew Valley,95
PC,Simulation|RPG,Stardew Valley,90
Xbox One,Simulation|RPG,Stardew Valley,97
Nintendo Switch,Simulation|RPG,Stardew Valley,90
Nintendo Switch,Simulation|RPG,Stardew Valley,90
PC,Simulation|RPG,Stardew Valley,90
PC,Simulation|RPG,Stardew Valley,90
Xbox One,Simulation|RPG,Stardew Valley,90
PC,Simulation|RPG,Stardew Valley,100
PC,Simulation|RPG,Stardew Valley,92
PC,Simulation|RPG,Stardew Valley,90
PC,Simulation|RPG,Stardew Valley,73
PlayStation Vita,Simulation|RPG,Stardew Valley,80
PC,Simulation|RPG,Stardew Valley,82
Xbox One,Simulation|RPG,Stardew Valley,90
Xbox One,Simulation|RPG,Stardew Valley,100
PC,Sports,Tony Hawk's Pro Skater 1 + 2,86
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,88
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
PC,Sports,Tony Hawk's Pro Skater 1 + 2,100
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,80
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,85
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,88
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,95
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,75
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
Xbox One,Sports,Tony Hawk's Pro Skater 1 + 2,80
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,80
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
Xbox One,Sports,Tony Hawk's Pro Skater 1 + 2,100
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
Xbox One,Sports,Tony Hawk's Pro Skater 1 + 2,90
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,91
Xbox One,Sports,Tony Hawk's Pro Skater 1 + 2,100
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,80
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,80
Xbox One,Sports,Tony Hawk's Pro Skater 1 + 2,95
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,95
PC,Sports,Tony Hawk's Pro Skater 1 + 2,90
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,90
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,95
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,85
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,87
PC,Sports,Tony Hawk's Pro Skater 1 + 2,88
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,100
PlayStation 4,Sports,Tony Hawk's Pro Skater 1 + 2,80
Xbox One,Sports,Tony Hawk's Pro Skater 1 + 2,90
PlayStation 4,,Tetris Effect,89
PC,,Tetris Effect,90
PC,Action,Dark Souls III,100
PC,Action,Dark Souls III,94
PlayStation 4,Action,Dark Souls III,95
PC,Action,Dark Souls III,90
PlayStation 4,Action,Dark Souls III,90
PlayStation 4,Action,Dark Souls III,93
PlayStation 4,Action,Dark Souls III,80
PlayStation 4,Action,Dark Souls III,70
PlayStation 4,Action,Dark Souls III,80
PC,Action,Dark Souls III,100
PlayStation 4,Action,Dark Souls III,90
PC,Action,Dark Souls III,85
Xbox One,Action,Dark Souls III,95
PlayStation 4,Action,Dark Souls III,95
PlayStation 4,Action,Dark Souls III,90
PC,Action,Dark Souls III,100
PlayStation 4,Action,Dark Souls III,95
PlayStation 4,Action,Dark Souls III,93
PlayStation 4,Action,Dark Souls III,90
PC,Action,Dark Souls III,80
PlayStation 4,Action,Dark Souls III,80
PlayStation 4,Action,Dark Souls III,80
Xbox One,Action,Dark Souls III,85
PC,Action,Dark Souls III,85
PlayStation 4,Action,Dark Souls III,90
Xbox One,Action,Dark Souls III,100
PlayStation 4,Action,Dark Souls III,88
PC,Action,Dark Souls III,90
PlayStation 4,Action,Dark Souls III,100
PlayStation 4,Action,Dark Souls III,95
PlayStation 4,Action,Dark Souls III,100
PlayStation 4,Action,Dark Souls III,94
PC,Action,Dark Souls III,90
PC,Action,Dark Souls III,100
Xbox One,Action,Dark Souls III,100
PC,Action,Dark Souls III,100
Xbox One,Action,Dark Souls III,90
PlayStation 4,Action,Dark Souls III,80
PlayStation 4,Action,Dark Souls III,90
PC,Action,Dark Souls III,90
Xbox One,Action,Dark Souls III,100
Xbox One,Action,Dark Souls III,90
PlayStation 4,Action|Platformer,Mark of the Ninja: Remastered,100
Xbox One,Action|Platformer,Mark of the Ninja: Remastered,87
Nintendo Switch,Action|Platformer,Mark of the Ninja: Remastered,90
Nintendo Switch,Action|Platformer,Mark of the Ninja: Remastered,90
Xbox One,Action|Platformer,Mark of the Ninja: Remastered,80
PlayStation 4,Action|Platformer,Mark of the Ninja: Remastered,95
Nintendo Switch,Action|Platformer,Mark of the Ninja: Remastered,80
Nintendo Switch,Action|Platformer,Mark of the Ninja: Remastered,90
Nintendo Switch,Action|Platformer,Mark of the Ninja: Remastered,90
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,70
PlayStation 4,Action,Dreams,95
PlayStation 4,Action,Dreams,88
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,87
PlayStation 4,Action,Dreams,100
PlayStation 4,Action,Dreams,100
PlayStation 4,Action,Dreams,95
PlayStation 4,Action,Dreams,100
PlayStation 4,Action,Dreams,60
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,92
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,100
PlayStation 4,Action,Dreams,100
PlayStation 4,Action,Dreams,85
PlayStation 4,Action,Dreams,60
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,100
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,93
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,80
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,90
PlayStation 4,Action,Dreams,95
PlayStation 4,Action,Dreams,100
PC,Art|Puzzle,Return of the Obra Dinn,90
PC,Art|Puzzle,Return of the Obra Dinn,92
PC,Art|Puzzle,Return of the Obra Dinn,100
PC,Art|Puzzle,Return of the Obra Dinn,90
PC,Art|Puzzle,Return of the Obra Dinn,88
PC,Art|Puzzle,Return of the Obra Dinn,90
PC,Art|Puzzle,Return of the Obra Dinn,95
Xbox One,Art|Puzzle,Return of the Obra Dinn,95
PlayStation 4,Art|Puzzle,Return of the Obra Dinn,95
Nintendo Switch,Art|Puzzle,Return of the Obra Dinn,90
PC,Art|Puzzle,Return of the Obra Dinn,85
PC,Art|Puzzle,Return of the Obra Dinn,100
PC,Art|Puzzle,Return of the Obra Dinn,100
Xbox One,Art|Puzzle,Return of the Obra Dinn,81
PlayStation 4,Art|Puzzle,Return of the Obra Dinn,90
Nintendo Switch,Art|Puzzle,Return of the Obra Dinn,80
Nintendo Switch,Art|Puzzle,Return of the Obra Dinn,85
PC,Art|Puzzle,Return of the Obra Dinn,80
PC,Art|Puzzle,Return of the Obra Dinn,90
PC,Art|Puzzle,Return of the Obra Dinn,75
PlayStation 4,Art|Puzzle,Return of the Obra Dinn,90
Xbox One,Art|Puzzle,Return of the Obra Dinn,100
Xbox One,Art|Puzzle,Return of the Obra Dinn,100
Nintendo Switch,Art|Puzzle,Return of the Obra Dinn,100
PlayStation 4,Art|Puzzle,Return of the Obra Dinn,95
PlayStation 4,Art|Puzzle,Return of the Obra Dinn,95
PC,Art|Puzzle,Return of the Obra Dinn,85
PC,Art|Puzzle,Return of the Obra Dinn,90
PC,Art|Puzzle,Return of the Obra Dinn,90
PC,Art|Puzzle,Return of the Obra Dinn,100
PC,Art|Puzzle,Return of the Obra Dinn,80
PC,Art|Puzzle,Return of the Obra Dinn,91
PC,Action,Monster Hunter World,86
PlayStation 4,Action,Monster Hunter World,95
PlayStation 4,Action,Monster Hunter World,100
PlayStation 4,Action,Monster Hunter World,90
PlayStation 4,Action,Monster Hunter World,90
PC,Action,Monster Hunter World,93
PlayStation 4,Action,Monster Hunter World,95
PlayStation 4,Action,Monster Hunter World,90
PlayStation 4,Action,Monster Hunter World,80
PlayStation 4,Action,Monster Hunter World,100
PlayStation 4,Action,Monster Hunter World,90
PlayStation 4,Action,Monster Hunter World,100
PlayStation 4,Action,Monster Hunter World,95
PlayStation 4,Action,Monster Hunter World,80
PC,Action,Monster Hunter World,80
PlayStation 4,Action,Monster Hunter World,90
PlayStation 4,Action,Monster Hunter World,88
PlayStation 4,Action,Monster Hunter World,88
PlayStation 4,Action,Monster Hunter World,90
PlayStation 4,Action,Monster Hunter World,85
PlayStation 4,Action,Monster Hunter World,90
PlayStation 4,Action,Monster Hunter World,85
Xbox One,Action,Monster Hunter World,90
PC,Action,Monster Hunter World,88
PC,Action,Monster Hunter World,95
PC,Action,Monster Hunter World,85
PC,Action,Monster Hunter World,82
PlayStation 4,Action,Monster Hunter World,90
Xbox One,Action,Monster Hunter World,80
PlayStation 4,Action,Monster Hunter World,95
PlayStation 4,Action,Monster Hunter World,88
PlayStation 4,Action,Monster Hunter World,90
PlayStation 4,Action,Monster Hunter World,95
PlayStation 4,Action,Monster Hunter World,95
PlayStation 4,Action,Monster Hunter World,90
PlayStation 4,Action,Monster Hunter World,80
PlayStation 4,Action,Monster Hunter World,95
PlayStation 4,Action,Monster Hunter World,90
PC,Music|Action,Rez Infinite,88
PlayStation 4,Music|Action,Rez Infinite,100
PlayStation 4,Music|Action,Rez Infinite,82
PlayStation 4,Music|Action,Rez Infinite,100
PlayStation 4,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,95
PlayStation 4,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,85
PlayStation 4,Music|Action,Rez Infinite,95
PlayStation 4,Music|Action,Rez Infinite,95
PlayStation 4,Music|Action,Rez Infinite,85
PlayStation 4,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,80
PlayStation 4,Music|Action,Rez Infinite,100
PlayStation 4,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,100
PlayStation VR,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,90
PC,Music|Action,Rez Infinite,80
PlayStation 4,Music|Action,Rez Infinite,80
PlayStation 4,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,70
Oculus Rift,Music|Action,Rez Infinite,83
PC,Music|Action,Rez Infinite,90
PlayStation 4,Music|Action,Rez Infinite,85
PC,Adventure,Paradigm,80
PC,Adventure,Paradigm,90
PC,Adventure,Paradigm,90
PC,Adventure,Paradigm,92
PC,Adventure,Paradigm,95
PC,Adventure,Paradigm,80
PlayStation 4,Action,Devil May Cry 5: Special Edition,90
PlayStation 4,Action,Devil May Cry 5: Special Edition,92
Xbox Series X/S,Action,Devil May Cry 5: Special Edition,91
Xbox Series X/S,Action,Devil May Cry 5: Special Edition,90
PlayStation 5,Action,Devil May Cry 5: Special Edition,90
PC,Action,Devil May Cry 5: Special Edition,90
PlayStation 5,Action,Devil May Cry 5: Special Edition,85
PlayStation 5,Action,Devil May Cry 5: Special Edition,90
Xbox One,Action,Devil May Cry 5: Special Edition,90
PlayStation 4,Action,Devil May Cry 5: Special Edition,90
PlayStation 5,Action,Devil May Cry 5: Special Edition,90
PlayStation 4,Action,Devil May Cry 5: Special Edition,80
PlayStation 4,Action,Devil May Cry 5: Special Edition,100
Xbox Series X/S,Action,Devil May Cry 5: Special Edition,90
PlayStation 4,Action,Devil May Cry 5: Special Edition,90
Xbox Series X/S,Action,Devil May Cry 5: Special Edition,98
Xbox Series X/S,Action,Devil May Cry 5: Special Edition,100
PlayStation 4,Action,Devil May Cry 5: Special Edition,90
PlayStation 5,Action,Devil May Cry 5: Special Edition,80
Xbox Series X/S,Action,Devil May Cry 5: Special Edition,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,80
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,87
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,93
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,100
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,80
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,80
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,95
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,95
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,95
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,85
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,95
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,100
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,100
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,80
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,95
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,89
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,95
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,95
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,100
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,100
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,80
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,80
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,88
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,86
Nintendo 3DS,Adventure,The Legend of Zelda: Majora's Mask 3D,90
PC,Action|Platformer,Super TIME Force Ultra,100
PlayStation 4,Action|Platformer,Super TIME Force Ultra,90
PC,Action|Platformer,Super TIME Force Ultra,100
PC,Action|Platformer,Super TIME Force Ultra,100
PC,Simulation,Euro Truck Simulator 2 - Road to the Black Sea,90
PC,Simulation,Euro Truck Simulator 2 - Road to the Black Sea,88
PC,Simulation,Euro Truck Simulator 2 - Road to the Black Sea,90
PC,Simulation,Euro Truck Simulator 2 - Road to the Black Sea,100
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,82
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,75
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,80
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
Xbox One,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,85
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,95
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,100
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,100
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,95
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,95
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,80
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,89
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,96
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,80
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
Xbox One,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,80
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,80
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
Xbox One,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,90
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,95
PlayStation 4,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,93
PC,Adventure|RPG,The Witcher 3: Wild Hunt - Hearts of Stone,80
PC,Adventure,A Short Hike,80
Nintendo Switch,Adventure,A Short Hike,88
Nintendo Switch,Adventure,A Short Hike,100
Nintendo Switch,Adventure,A Short Hike,90
Nintendo Switch,Adventure,A Short Hike,90
Nintendo Switch,Adventure,A Short Hike,95
Nintendo Switch,Adventure,A Short Hike,95
Nintendo Switch,Adventure,A Short Hike,75
Nintendo Switch,Adventure,A Short Hike,100
Nintendo Switch,Adventure,A Short Hike,90
PC,Adventure,A Short Hike,90
PC,Adventure,A Short Hike,85
PC,Adventure,A Short Hike,90
PC,Adventure,A Short Hike,90
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,90
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,92
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,80
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,93
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,90
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,80
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,100
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,90
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,90
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,80
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,100
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,90
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,95
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,95
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,90
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,90
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,85
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,90
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,100
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,90
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,100
PlayStation 4,RPG,Diablo III: Ultimate Evil Edition,90
