platform,genre,title,score
Xbox 360,Adventure,Tron: Evolution Review,7
Xbox 360,Adventure,Mafia II: Joe's Adventures Review,6
Xbox 360,Adventure,Majin and the Forsaken Kingdom Review,7
Xbox 360,Adventure,Assassin's Creed: Brotherhood Review,8.5
Xbox 360,Adventure,Haunted House Review,5.5
Xbox 360,Adventure,Red Dead Redemption: Undead Nightmare Pack Review,8
Xbox 360,Adventure,Hydrophobia Review,6.5
Xbox 360,Adventure,Blade Kitten Review,5
Xbox 360,Adventure,Enslaved: Odyssey to the West Review,8
Xbox 360,Adventure,Castlevania: Lords of Shadow Review,7.5
Xbox 360,Adventure,Dead Rising 2 Review,8.5
Xbox 360,Adventure,Mafia II: Jimmy's Vendetta Review,6
Xbox 360,Adventure,Spider-Man: Shattered Dimensions Review,7.5
Xbox 360,Adventure,Dead Rising 2: Case Zero Review,8
Xbox 360,Adventure,Mafia II Review,8.5
Xbox 360,Adventure,Lara Croft and the Guardian of Light Review,8.5
Xbox 360,Adventure,Castlevania: Harmony of Despair Review,7.5
Xbox 360,Adventure,Clash of the Titans Review,4.5
Xbox 360,Adventure,Alan Wake: The Signal Review,7
Xbox 360,Adventure,Monkey Island 2 Special Edition: LeChuck's Revenge Review,8
Xbox 360,Adventure,Crackdown 2 Review,7
Xbox 360,Adventure,Lego Harry Potter: Years 1-4 Review,8
Xbox 360,Adventure,Tom Clancy's Splinter Cell: Conviction - Deniable Ops Insurgency Pack Review,8.5
Xbox 360,Adventure,Sherlock Holmes vs. Jack the Ripper Review,6
Xbox 360,Adventure,Red Dead Redemption Review,9.5
Xbox 360,Adventure,Prince of Persia: The Forgotten Sands Review,7.5
Xbox 360,Adventure,Alan Wake Review,8.5
Xbox 360,Adventure,Deadly Premonition Review,7
Xbox 360,Adventure,Tom Clancy's Splinter Cell: Conviction Review,8
Xbox 360,Adventure,Prison Break: The Conspiracy Review,2.5
Xbox 360,Adventure,Just Cause 2 Review,8
Xbox 360,Adventure,Resident Evil 5: Lost in Nightmares Review,8
Xbox 360,Adventure,Assassin's Creed II: The Bonfires of the Vanities Review,7
Xbox 360,Adventure,Assassin's Creed II: Battle of Forli Review,5.5
Xbox 360,Adventure,Death By Cube Review,4
Xbox 360,Adventure,Darksiders Review,8
Xbox 360,Adventure,Bayonetta Review,9
Xbox 360,Adventure,Alien Breed Evolution Review,6
Xbox 360,Adventure,The Saboteur Review,7.5
Xbox 360,Adventure,Lego Indiana Jones 2 Review,8
Xbox 360,Adventure,Assassin's Creed II Review,9
Xbox 360,Adventure,Grand Theft Auto IV: The Ballad of Gay Tony Review,9.5
Xbox 360,Adventure,Axel & Pixel Review,5.5
Xbox 360,Adventure,Brutal Legend Review,8.5
Xbox 360,Adventure,Saw Review,6.5
Xbox 360,Adventure,Star Wars: The Clone Wars: Republic Heroes Review,3.5
Xbox 360,Adventure,Mini Ninjas Review,7.5
Xbox 360,Adventure,Star Wars: The Force Unleashed Tatooine Mission Pack Review,5
Xbox 360,Adventure,Batman: Arkham Asylum Review,9
Xbox 360,Adventure,Brave: A Warrior's Tale Review,4.5
Xbox 360,Adventure,The Secret of Monkey Island: Special Edition Review,8
Xbox 360,Adventure,Overlord II Review,7
Xbox 360,Adventure,Prototype Review,8.5
Xbox 360,Adventure,Up Review,5.5
Xbox 360,Adventure,Bionic Commando Review,6
Xbox 360,Adventure,Night at the Museum: Battle of the Smithsonian Review,4.5
Xbox 360,Adventure,The Godfather II Review,4.5
Xbox 360,Adventure,Ninja Blade Review,7.5
Xbox 360,Adventure,Leisure Suit Larry: Box Office Bust Review,2.5
Xbox 360,Adventure,Resident Evil 5 Review,8.5
Xbox 360,Adventure,The Lord of the Rings: Conquest Review Review,6.5
Xbox 360,Adventure,Destroy All Humans! Path of the Furon Review,4
Xbox 360,Adventure,Bolt Review,7
Xbox 360,Adventure,Prince of Persia Review,8
Xbox 360,Adventure,Naruto: The Broken Bond Review,7
Xbox 360,Adventure,Tomb Raider Underworld Review,7
Xbox 360,Adventure,Mirror's Edge Review,7
Xbox 360,Adventure,Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode Two Review,7.5
Xbox 360,Adventure,Silent Hill: Homecoming Review,6.5
Xbox 360,Adventure,Saints Row 2 Review,8
Xbox 360,Adventure,Lego Batman Review,6.5
Xbox 360,Adventure,Star Wars: The Force Unleashed Review,7.5
Xbox 360,Adventure,Mercenaries 2: World in Flames Review,5
Xbox 360,Adventure,Hellboy: Science of Evil Review,3.5
Xbox 360,Adventure,Too Human Review,5.5
Xbox 360,Adventure,Alone in the Dark Review,6.5
Xbox 360,Adventure,Sea Life Safari Review,3.5
Xbox 360,Adventure,The Chronicles of Narnia: Prince Caspian Review,5.5
Xbox 360,Adventure,Ninja Gaiden II Review,8
Xbox 360,Adventure,Lego Indiana Jones: The Original Adventures Review,8
Xbox 360,Adventure,Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Review,7.5
Xbox 360,Adventure,Grand Theft Auto IV Review,10
Xbox 360,Adventure,Viking: Battle for Asgard Review,5
Xbox 360,Adventure,Condemned 2: Bloodshot Review,8.5
Xbox 360,Adventure,Bully: Scholarship Edition Review,7
Xbox 360,Adventure,Lost: Via Domus Review,6.5
Xbox 360,Adventure,Devil May Cry 4 Review,8
Xbox 360,Adventure,Arkadian Warriors Review,5
Xbox 360,Adventure,The Golden Compass Review,4.5
Xbox 360,Adventure,Beowulf: The Game Review,5
Xbox 360,Adventure,Assassin's Creed Review,9
Xbox 360,Adventure,Naruto: Rise of a Ninja Review,7.5
Xbox 360,Adventure,Clive Barker's Jericho Review,6.5
Xbox 360,Adventure,Tomb Raider: Anniversary Review,7.5
Xbox 360,Adventure,CSI: Crime Scene Investigation: Hard Evidence Review,5.5
Xbox 360,Adventure,Vampire Rain Review,3.5
Xbox 360,Adventure,Harry Potter and the Order of the Phoenix Review,5
Xbox 360,Adventure,Overlord Review,7.5
Xbox 360,Adventure,Transformers: The Game Review,6
Xbox 360,Adventure,Fantastic 4: Rise of the Silver Surfer Review,5
Xbox 360,Adventure,Prince of Persia Classic Review,8.1
Xbox 360,Adventure,Tenchu Z Review,4.9
Xbox 360,Adventure,Pirates of the Caribbean: At World's End Review,6.2
Xbox 360,Adventure,Spider-Man 3 Review,6.6
Xbox 360,Adventure,Disney's Meet the Robinsons Review,6.9
Xbox 360,Adventure,Crackdown Review,7.8
Xbox 360,Adventure,Superman Returns: The Videogame Review,4.5
Xbox 360,Adventure,Tom Clancy's Splinter Cell Double Agent Review,8.5
Xbox 360,Adventure,Just Cause Review,7.2
Xbox 360,Adventure,The Godfather Review,7.9
Xbox 360,Adventure,Lego Star Wars II Review,7.7
Xbox 360,Fighting,WWE 2K15 Review,4
Xbox 360,Fighting,Ultra Street Fighter IV Review,8
Xbox 360,Fighting,Dragon Ball Z: Battle of Z Review,4
Xbox 360,Fighting,WWE 2K14 Review,6
Xbox 360,Fighting,Injustice: Gods Among Us Review,7
Xbox 360,Fighting,Naruto Shippuden: Ultimate Ninja Storm 3 Review,5.5
Xbox 360,Fighting,Karateka Review,6.5
Xbox 360,Fighting,WWE '13 Review,8
Xbox 360,Fighting,Dragon Ball Z for Kinect Review,4.5
Xbox 360,Fighting,Dead or Alive 5 Review,7.5
Xbox 360,Fighting,JoJo's Bizarre Adventure HD Ver. Review,7
Xbox 360,Fighting,Persona 4 Arena Review,7
Xbox 360,Fighting,Virtua Fighter 5 Final Showdown Review,8.5
Xbox 360,Fighting,Phantom Breaker Review,4.5
Xbox 360,Fighting,Skullgirls Review,8
Xbox 360,Fighting,Naruto Shippuden: Ultimate Ninja Storm Generations Review,7
Xbox 360,Fighting,Street Fighter X Tekken Review,8.5
Xbox 360,Fighting,UFC Undisputed 3 Review,8
Xbox 360,Fighting,SoulCalibur V Review,7.5
Xbox 360,Fighting,Cartoon Network: Punch Time Explosion XL Review,5.5
Xbox 360,Fighting,WWE '12 Review,6
Xbox 360,Fighting,The King of Fighters XIII Review,8.5
Xbox 360,Fighting,Ultimate Marvel vs. Capcom 3 Review,8
Xbox 360,Fighting,Dragon Ball Z: Ultimate Tenkaichi Review,4
Xbox 360,Fighting,Street Fighter III: Third Strike Online Review,8
Xbox 360,Fighting,Deadliest Warrior: Legends Review,4
Xbox 360,Fighting,Super Street Fighter IV Arcade Edition Review,7.5
Xbox 360,Fighting,Mortal Kombat Review,8.5
Xbox 360,Fighting,WWE All Stars Review,7
Xbox 360,Fighting,Marvel vs. Capcom 3: Fate of Two Worlds Review,8.5
Xbox 360,Fighting,Fighters Uncaged Review,2
Xbox 360,Fighting,Dragon Ball: Raging Blast 2 Review,5
Xbox 360,Fighting,Lucha Libre AAA: Heroes del Ring Review,5.5
Xbox 360,Fighting,WWE SmackDown vs. Raw 2011 Review,7
Xbox 360,Fighting,Naruto Shippuden: Ultimate Ninja Storm 2 Review,7
Xbox 360,Fighting,BlazBlue: Continuum Shift Review,8
Xbox 360,Fighting,Deadliest Warrior: The Game Review,6.5
Xbox 360,Fighting,UFC 2010 Undisputed Review,8
Xbox 360,Fighting,Super Street Fighter IV Review,9
Xbox 360,Fighting,Dragon Ball: Raging Blast Review,6
Xbox 360,Fighting,Tekken 6 Review,8.5
Xbox 360,Fighting,WWE Smackdown vs. Raw 2010 Review,7.5
Xbox 360,Fighting,Marvel vs. Capcom 2 Review,7.5
Xbox 360,Fighting,BlazBlue: Calamity Trigger Review,8
Xbox 360,Fighting,The King of Fighters XII Review,5
Xbox 360,Fighting,UFC 2009 Undisputed Review,8
Xbox 360,Fighting,Virtual ON Review,7.5
Xbox 360,Fighting,Legends of Wrestlemania Review,5
Xbox 360,Fighting,Street Fighter IV Review,9
Xbox 360,Fighting,WWE SmackDown vs. Raw 2009 Review,7.5
Xbox 360,Fighting,Super Street Fighter II Turbo HD Remix Review,8.5
Xbox 360,Fighting,Mortal Kombat vs. DC Universe Review,7.5
Xbox 360,Fighting,TNA iMPACT! Review,7
Xbox 360,Fighting,Soulcalibur IV Review,8.5
Xbox 360,Fighting,Soulcalibur Review,7.5
Xbox 360,Fighting,Dragon Ball Z: Burst Limit Review,7.5
Xbox 360,Fighting,WWE SmackDown! vs. RAW 2008 Review,6.5
Xbox 360,Fighting,Virtua Fighter 5 Review,8.5
Xbox 360,Fighting,Fatal Fury Special Review,6.5
Xbox 360,Fighting,Yie Ar Kung Fu Review,5.5
Xbox 360,Fighting,WarTech: Senko no Ronde Review,5.2
Xbox 360,Fighting,Def Jam: Icon Review,8.1
Xbox 360,Fighting,Small Arms Review,6
Xbox 360,First-Person,Borderlands: The Pre-Sequel Review,7
Xbox 360,First-Person,Enemy Front Review,5
Xbox 360,First-Person,Titanfall Review - Through the Eyes of a Lapsed Combatant Review,8
Xbox 360,First-Person,Borderlands 2: Headhunter 5 - Sir Hammerlock vs. the Son of Crawmerax Review,8
Xbox 360,First-Person,Titanfall Review,9
Xbox 360,First-Person,BioShock Infinite: Burial at Sea - Episode 1 Review,5
Xbox 360,First-Person,Call of Duty: Ghosts Review,8
Xbox 360,First-Person,Battlefield 4 Review,8
Xbox 360,First-Person,Payday 2 Review,7
Xbox 360,First-Person,Sanctum 2 Review,8
Xbox 360,First-Person,Call of Juarez: Gunslinger Review,8
Xbox 360,First-Person,Metro: Last Light Review,9
Xbox 360,First-Person,Far Cry 3: Blood Dragon Review,8.5
Xbox 360,First-Person,Dead Island: Riptide Review,4
Xbox 360,First-Person,The Walking Dead: Survival Instinct Review,4
Xbox 360,First-Person,BioShock Infinite Review,9
Xbox 360,First-Person,Sniper: Ghost Warrior 2 Review,7
Xbox 360,First-Person,Crysis 3 Review,7.5
Xbox 360,First-Person,Aliens: Colonial Marines Review,4.5
Xbox 360,First-Person,Far Cry 3 Review,9
Xbox 360,First-Person,Call of Duty: Black Ops II Review,8
Xbox 360,First-Person,Halo 4 Review,9
Xbox 360,First-Person,Medal of Honor: Warfighter Review,6
Xbox 360,First-Person,007 Legends Review,3.5
Xbox 360,First-Person,Borderlands 2: Captain Scarlett and Her Pirate's Booty Review,7
Xbox 360,First-Person,Borderlands 2 Review,8.5
Xbox 360,First-Person,Counter-Strike: Global Offensive Review,8.5
Xbox 360,First-Person,Battleship Review,3.5
Xbox 360,First-Person,Minecraft Review,7
Xbox 360,First-Person,Nexuiz Review,8
Xbox 360,First-Person,Syndicate Review,7.5
Xbox 360,First-Person,Gotham City Impostors Review,7.5
Xbox 360,First-Person,The Darkness II Review,7
Xbox 360,First-Person,Xotic Review,6
Xbox 360,First-Person,Halo: Combat Evolved Anniversary Review,8
Xbox 360,First-Person,Blackwater Review,4
Xbox 360,First-Person,Call of Duty: Modern Warfare 3 Review,8.5
Xbox 360,First-Person,GoldenEye 007: Reloaded Review,8
Xbox 360,First-Person,Battlefield 3 Review,8.5
Xbox 360,First-Person,Crysis Review,8
Xbox 360,First-Person,Rage Review,8
Xbox 360,First-Person,Bodycount Review,5.5
Xbox 360,First-Person,Call of Juarez: The Cartel Review,6
Xbox 360,First-Person,F.E.A.R. 3 Review,7.5
Xbox 360,First-Person,Duke Nukem Forever Review,3
Xbox 360,First-Person,Brink Review,6
Xbox 360,First-Person,Operation Flashpoint: Red River Review,6.5
Xbox 360,First-Person,Section 8: Prejudice Review,7.5
Xbox 360,First-Person,Portal 2 Review,9
Xbox 360,First-Person,Crysis 2 Review,8.5
Xbox 360,First-Person,Battle: Los Angeles Review,3
Xbox 360,First-Person,Homefront Review,7
Xbox 360,First-Person,Bulletstorm Review,8
Xbox 360,First-Person,Breach Review,6
Xbox 360,First-Person,BioShock 2: Minerva's Den Review,8.5
Xbox 360,First-Person,Battlefield: Bad Company 2 Vietnam Review,8.5
Xbox 360,First-Person,Call of Duty: Black Ops Review,9
Xbox 360,First-Person,Bloody Good Time Review,6.5
Xbox 360,First-Person,Medal of Honor Review,7.5
Xbox 360,First-Person,Serious Sam HD: The Second Encounter Review,7.5
Xbox 360,First-Person,Borderlands: Claptrap's New Robot Revolution Review,7
Xbox 360,First-Person,Halo: Reach Review,9.5
Xbox 360,First-Person,Sniper: Ghost Warrior Review,6
Xbox 360,First-Person,Blacklight: Tango Down Review,7.5
Xbox 360,First-Person,Singularity Review,8
Xbox 360,First-Person,Doom II Review,6
Xbox 360,First-Person,Zeno Clash: Ultimate Edition Review,6.5
Xbox 360,First-Person,Left 4 Dead 2: The Passing Review,7.5
Xbox 360,First-Person,Metro 2033 Review,7.5
Xbox 360,First-Person,Perfect Dark Review,7.5
Xbox 360,First-Person,Battlefield: Bad Company 2 Review,9
Xbox 360,First-Person,Borderlands: The Secret Armory of General Knoxx Review,9
Xbox 360,First-Person,Aliens vs. Predator Review,5.5
Xbox 360,First-Person,BioShock 2 Review,8.5
Xbox 360,First-Person,Serious Sam HD: The First Encounter Review,7.5
Xbox 360,First-Person,Borderlands: Mad Moxxi's Underdome Riot Review,6
Xbox 360,First-Person,Rogue Warrior Review,2
Xbox 360,First-Person,Borderlands: The Zombie Island of Dr. Ned Review,8.5
Xbox 360,First-Person,Left 4 Dead 2 Review,9
Xbox 360,First-Person,Call of Duty: Modern Warfare 2 Review,9
Xbox 360,First-Person,Borderlands Review,8.5
Xbox 360,First-Person,Operation Flashpoint: Dragon Rising Review,7.5
Xbox 360,First-Person,Halo 3: ODST Review,9
Xbox 360,First-Person,Darkest of Days Review,4.5
Xbox 360,First-Person,Section 8 Review,7
Xbox 360,First-Person,F.E.A.R. 2: Project Origin - Reborn Review,6
Xbox 360,First-Person,Wolfenstein Review,7.5
Xbox 360,First-Person,Battlefield 1943 Review,8
Xbox 360,First-Person,Call of Juarez: Bound in Blood Review,8
Xbox 360,First-Person,CellFactor: Psychokinetic Wars Review,5.5
Xbox 360,First-Person,The Chronicles of Riddick: Assault on Dark Athena Review,7
Xbox 360,First-Person,Shellshock 2: Blood Trails Review,4
Xbox 360,First-Person,F.E.A.R. 2: Project Origin Review,7
Xbox 360,First-Person,Left 4 Dead Review,8.5
Xbox 360,First-Person,Call of Duty: World at War Review,8.5
Xbox 360,First-Person,Legendary Review,3.5
Xbox 360,First-Person,James Bond: Quantum of Solace Review,7
Xbox 360,First-Person,Portal: Still Alive Review,8.5
Xbox 360,First-Person,Far Cry 2 Review,8.5
Xbox 360,First-Person,Duke Nukem 3D Review,8
Xbox 360,First-Person,Brothers in Arms: Hell's Highway Review,8.5
Xbox 360,First-Person,Unreal Tournament 3 Review,8
Xbox 360,First-Person,Battlefield: Bad Company Review,8.5
Xbox 360,First-Person,Enemy Territory: Quake Wars Review,6.5
Xbox 360,First-Person,Tom Clancy's Rainbow Six Vegas 2 Review,8.5
Xbox 360,First-Person,Frontlines: Fuel of War Review,7.5
Xbox 360,First-Person,Turning Point: Fall of Liberty Review,4.5
Xbox 360,First-Person,Rocketmen: Axis of Evil Review,6
Xbox 360,First-Person,Conflict: Denied Ops Review,5.5
Xbox 360,First-Person,Dark Messiah of Might and Magic: Elements Review,3.5
Xbox 360,First-Person,Turok Review,7
Xbox 360,First-Person,History Channel: Battle for the Pacific Review,2
Xbox 360,First-Person,America's Army: True Soldiers Review,5
Xbox 360,First-Person,Soldier of Fortune: Payback Review,4.5
Xbox 360,First-Person,BlackSite: Area 51 Review,6.5
Xbox 360,First-Person,F.E.A.R. Files Review,7
Xbox 360,First-Person,Call of Duty 4: Modern Warfare Review,9
Xbox 360,First-Person,TimeShift Review,6.5
Xbox 360,First-Person,Halo 3 Review,9.5
Xbox 360,First-Person,Medal of Honor: Airborne Review,7
Xbox 360,First-Person,BioShock Review,9
Xbox 360,First-Person,Marathon: Durandal Review,6.5
Xbox 360,First-Person,Hour of Victory Review,2
Xbox 360,First-Person,The Darkness Review,8.5
Xbox 360,Flight,Damage Inc. Review,3
Xbox 360,Flight,Ace Combat: Assault Horizon Review,5.5
Xbox 360,Flight,Apache: Air Assault Review,7.5
Xbox 360,Flight,Tom Clancy's HAWX 2 Review,7
Xbox 360,Flight,Snoopy Flying Ace Review,8
Xbox 360,Flight,After Burner Climax Review,6.5
Xbox 360,Flight,Heroes Over Europe Review,5
Xbox 360,Flight,IL-2: Sturmovik: Birds of Prey Review,7.5
Xbox 360,Flight,Tom Clancy's HAWX Review,7.5
Xbox 360,Flight,Ace Combat 6: Fires of Liberation Review,8.5
Xbox 360,Flight,Blazing Angels 2: Secret Weapons of WWII Review,7
Xbox 360,Flight,Over G Fighters Review,5.9
Xbox 360,Flight,Blazing Angels: Squadrons of WWII Review,6.9
Xbox 360,Party/Minigame,Raving Rabbids: Alive & Kicking Review,4
Xbox 360,Party/Minigame,Kinect Adventures! Review,7
Xbox 360,Party/Minigame,Hail to the Chimp Review,5.5
Xbox 360,Party/Minigame,Rocky and Bullwinkle Review,4
Xbox 360,Party/Minigame,Rayman Raving Rabbids Review,7.1
Xbox 360,Party/Minigame,Fuzion Frenzy 2 Review,7
Xbox 360,Platformer,Harold Review,7
Xbox 360,Platformer,Blood of the Werewolf Review,8
Xbox 360,Platformer,Tales From Space: Mutant Blobs Attack Review,6
Xbox 360,Platformer,Super Time Force Review,8
Xbox 360,Platformer,A.R.E.S. Extinction Agenda EX Review,6
Xbox 360,Platformer,Disney Castle of Illusion HD Review,7
Xbox 360,Platformer,Flashback Review,4
Xbox 360,Platformer,Rayman Legends Review,9
Xbox 360,Platformer,Cloudberry Kingdom Review,8.5
Xbox 360,Platformer,BattleBlock Theater Review,8.5
Xbox 360,Platformer,Alien Spidy Review,4.5
Xbox 360,Platformer,Giana Sisters: Twisted Dreams Review,8
Xbox 360,Platformer,The Cave Review,7
Xbox 360,Platformer,Pid Review,7
Xbox 360,Platformer,Hell Yeah: Wrath of the Dead Rabbit Review,4
Xbox 360,Platformer,Jet Set Radio Review,4.5
Xbox 360,Platformer,Mark of the Ninja Review,8.5
Xbox 360,Platformer,Deadlight Review,6.5
Xbox 360,Platformer,Spelunky! Review,8
Xbox 360,Platformer,Sonic the Hedgehog 4: Episode II Review,6
Xbox 360,Platformer,Fez Review,8
Xbox 360,Platformer,Scarygirl Review,6
Xbox 360,Platformer,Trine 2 Review,8.5
Xbox 360,Platformer,Sonic CD Review,8.5
Xbox 360,Platformer,Rayman Origins Review,8.5
Xbox 360,Platformer,The War of the Worlds Review,4.5
Xbox 360,Platformer,Sonic Generations Review,8
Xbox 360,Platformer,BurgerTime: World Tour Review,5
Xbox 360,Platformer,Skylanders: Spyro's Adventure Review,7.5
Xbox 360,Platformer,Ms. 'Splosion Man Review,8.5
Xbox 360,Platformer,Nin2-Jump Review,7
Xbox 360,Platformer,Outland Review,9
Xbox 360,Platformer,The Fancy Pants Adventures Review,7
Xbox 360,Platformer,de Blob 2 Review,7
Xbox 360,Platformer,Hard Corps: Uprising Review,7
Xbox 360,Platformer,Bionic Commando Rearmed 2 Review,5
Xbox 360,Platformer,Super Meat Boy Review,9.5
Xbox 360,Platformer,Sonic the Hedgehog 4: Episode 1 Review,6.5
Xbox 360,Platformer,Limbo Review,9
Xbox 360,Platformer,Earthworm Jim HD Review,6
Xbox 360,Platformer,Rocket Knight Review,8
Xbox 360,Platformer,Mega Man 10 Review,8
Xbox 360,Platformer,Bubble Bobble Neo Review,7
Xbox 360,Platformer,G-Force Review,7.5
Xbox 360,Platformer,'Splosion Man Review,8
Xbox 360,Platformer,The Maw Review,7
Xbox 360,Platformer,Sonic Unleashed Review,3.5
Xbox 360,Platformer,Banjo-Kazooie: Nuts & Bolts Review,8.5
Xbox 360,Platformer,The Legend of Spyro: Dawn of the Dragon Review,5
Xbox 360,Platformer,Crash Bandicoot: Mind Over Mutant Review,5.5
Xbox 360,Platformer,Mega Man 9 Review,8.5
Xbox 360,Platformer,Bionic Commando Rearmed Review,7.5
Xbox 360,Platformer,Braid Review,9.5
Xbox 360,Platformer,Kung Fu Panda Review,6.5
Xbox 360,Platformer,WALL-E Review,6
Xbox 360,Platformer,N+ Review,7.5
Xbox 360,Platformer,Looney Tunes: Acme Arsenal Review,3
Xbox 360,Platformer,The Simpsons Game Review,7
Xbox 360,Platformer,Sonic the Hedgehog 2 Review,8
Xbox 360,Platformer,Ecco the Dolphin Review,6.5
Xbox 360,Platformer,Super Contra Review,6.5
Xbox 360,Platformer,Sonic the Hedgehog Arcade Review,7
Xbox 360,Platformer,Ratatouille Review,4.5
Xbox 360,Puzzle,Quantum Conundrum Review,7.5
